genes	v3_locus
GRMZM2G355562	EMB1135
GRMZM2G355792	ABCG40
GRMZM2G355906	GAD2
GRMZM2G355959	ATRUB1
GRMZM2G355993	ATMRP11
GRMZM2G356128	CIPK10
GRMZM2G356142	DDB1A
GRMZM2G356176	ATPREP1
GRMZM2G356224	APY2
GRMZM2G356260	ATSHB
GRMZM2G356273	ATEXP13
GRMZM2G356423	SWEETIE
GRMZM2G356556	C2H2
GRMZM2G356579	CAMTA1
GRMZM2G356935	PMS1
GRMZM2G356938	KAB1
GRMZM2G357081	ATSK13
GRMZM2G357112	ATNHL10
GRMZM2G357125	AGAL2
GRMZM2G357129	AFC2
GRMZM2G357152	MEE67
GRMZM2G357275	43891
GRMZM2G357317	BOR5
GRMZM2G357399	ARFA1E
GRMZM2G357443	ATEXO70H2
GRMZM2G357620	ACA11
GRMZM2G357636	ATSYP131
GRMZM2G357654	VIP5
GRMZM2G357688	ATZFP2
GRMZM2G357734	PDE226
GRMZM2G357737	EMF1
GRMZM2G357919	WAK3
GRMZM2G357923	ATFAS4
GRMZM2G358050	SEU
GRMZM2G358070	NRPB9B
GRMZM2G358102	SE
GRMZM2G358121	SDG23
GRMZM2G358161	NIP5;1
GRMZM2G358265	AtCESA1
GRMZM2G358274	TOPP5
GRMZM2G358491	MED33A
GRMZM2G358523	ULP1B
GRMZM2G358619	ATRBOHD
GRMZM2G358633	MEX1
GRMZM2G358655	ERG28
GRMZM2G358667	COI1
GRMZM2G358745	MTHFR1
GRMZM2G358830	ATPERK1
GRMZM2G358987	ATL3
GRMZM2G359018	BTI1
GRMZM2G359064	LCR66
GRMZM2G359183	KAC1
GRMZM2G359230	ATTIP49A
GRMZM2G359234	ATUXS1
GRMZM2G359260	CCR4
GRMZM2G359314	SEC15A
GRMZM2G359333	TRFL10
GRMZM2G359365	MIA
GRMZM2G359397	VTC5
GRMZM2G359434	emb1796
GRMZM2G359542	CDC2
GRMZM2G359559	AGT
GRMZM2G359619	ATCPL1
GRMZM2G359629	ADK1
GRMZM2G359664	ATROPGEF12
GRMZM2G359799	ATEXP11
GRMZM2G359822	DHS2
GRMZM2G359879	NTMC2T4
GRMZM2G359892	LSH6
GRMZM2G359904	PLA-I{gamma}1
GRMZM2G359929	ATMAP65-6
GRMZM2G360021	RPL12-C
GRMZM2G360389	SDG31
GRMZM2G360517	TIC
GRMZM2G360529	sks5
GRMZM2G360541	TUA3
GRMZM2G360579	ATVDAC4
GRMZM2G360648	ATSYP72
GRMZM2G360725	ATCPK2
GRMZM2G360792	ATRPA70B
GRMZM2G360794	PRO25
GRMZM2G360867	ARA-3
GRMZM2G360873	ATMSH1
GRMZM2G360907	APUM3
GRMZM2G360949	CN
GRMZM2G361049	ARP1
GRMZM2G361074	ATRBX1
GRMZM2G361100	PUB25
GRMZM2G361120	(AT)SRC2
GRMZM2G361131	DHAR3
GRMZM2G361220	AP19
GRMZM2G361256	ATMRP3
GRMZM2G361362	AtHsp90.5
GRMZM2G361442	AtCRT3
GRMZM2G361600	ATRBL15
GRMZM2G361605	HSP91
GRMZM2G361615	PPR596
GRMZM2G361621	ATRPA1A
GRMZM2G361656	ATPDR1
GRMZM2G361662	CYCH;1
GRMZM2G361688	HCF153
GRMZM2G361855	EMB161
GRMZM2G361877	SHM2
GRMZM2G361893	ATBAG6
GRMZM2G361984	AtGolS1
GRMZM2G362021	FDH
GRMZM2G362163	SLAH3
GRMZM2G362198	ATSCL33
GRMZM2G362303	WAK2
GRMZM2G362362	BGLU12
GRMZM2G362398	CRK
GRMZM2G362410	FMO1
GRMZM2G362413	NIC2
GRMZM2G362456	SKIP2
GRMZM2G362498	DiT1
GRMZM2G362660	LAC7
GRMZM2G362718	EDM2
GRMZM2G362722	MEE49
GRMZM2G362745	NRPB9B
GRMZM2G362778	UBP25
GRMZM2G362803	ATCYS-3A
GRMZM2G362839	CIPK1
GRMZM2G362883	PRT1
GRMZM2G362897	ATEHD2
GRMZM2G363004	ATGER3
GRMZM2G363310	RPL16A
GRMZM2G363377	ATSEC14
GRMZM2G363408	ATCDC6
GRMZM2G363423	ATRLI2
GRMZM2G363429	CYP722A1
GRMZM2G363437	CYCA3;4
GRMZM2G363503	ATAVP3
GRMZM2G363554	IAGLU
GRMZM2G363557	ATCHX15
GRMZM2G363583	ATGCP3
GRMZM2G363649	PRH75
GRMZM2G363668	ATSUS3
GRMZM2G363678	ATFBR1
GRMZM2G363728	KAK
GRMZM2G363789	ECT5
GRMZM2G363893	ATSRG1
GRMZM2G363926	SAG12
GRMZM2G363982	HHP3
GRMZM2G364160	HOS1
GRMZM2G364249	BGLU43
GRMZM2G364373	DegP7
GRMZM2G364375	ARK3
GRMZM2G364566	ATDUF7
GRMZM2G364851	ATMYA2
GRMZM2G365053	HAM2
GRMZM2G365250	ATVLN4
GRMZM2G365282	CRK25
GRMZM2G365286	EMB3013
GRMZM2G365443	EMB14
GRMZM2G365475	ATCSLC05
GRMZM2G365544	GUX1
GRMZM2G365644	HEME1
GRMZM2G365677	CPR30
GRMZM2G365701	FRS5
GRMZM2G365791	NIK1
GRMZM2G365810	FDH
GRMZM2G365912	COBL8
GRMZM2G366049	AGO1
GRMZM2G366146	ATPDR1
GRMZM2G366520	ATPUP4
GRMZM2G366622	HCF153
GRMZM2G366778	GF14 NU
GRMZM2G366849	RGA
GRMZM2G366851	ATCHX15
GRMZM2G366919	ATNRAMP6
GRMZM2G366935	AME3
GRMZM2G366977	ATENT3
GRMZM2G367001	EMB2107
GRMZM2G367008	CRR4
GRMZM2G367023	GRV2
GRMZM2G367186	ATFUT12
GRMZM2G367195	AtTPR
GRMZM2G367216	RPN12b
GRMZM2G367234	MEF21
GRMZM2G367251	ATGSL05
GRMZM2G367267	ATCSLD3
GRMZM2G367348	ATPR1
GRMZM2G367353	CYP81D3
GRMZM2G367409	MCM3
GRMZM2G367411	ATMKK3
GRMZM2G367483	ftsh4
GRMZM2G367582	ATKEA1
GRMZM2G367650	BRH1
GRMZM2G367657	emb1011
GRMZM2G367701	XCP2
GRMZM2G367777	NSL1
GRMZM2G367780	ATNTH1
GRMZM2G367842	HTA12
GRMZM2G367846	ULP1A
GRMZM2G367857	ATREV1
GRMZM2G367876	ANAC008
GRMZM2G367994	AT.EIF4E1
GRMZM2G368041	ATTIM23-1
GRMZM2G368058	NQR
GRMZM2G368303	AtEMF2
GRMZM2G368350	ATVPS9A
GRMZM2G368358	AGO1
GRMZM2G368380	CER7
GRMZM2G368439	ULP1A
GRMZM2G368610	PLA-I{beta]2
GRMZM2G368663	CRK5
GRMZM2G368728	ATXR6
GRMZM2G368755	OTP84
GRMZM2G368799	ATIPK2BETA
GRMZM2G368806	AGD7
GRMZM2G368807	AtCRT3
GRMZM2G368865	AtRLP6
GRMZM2G368908	AE3
GRMZM2G369014	CENP-C
GRMZM2G369047	EMB258
GRMZM2G369139	ATGLR3.3
GRMZM2G369149	TRP3
GRMZM2G369216	ATECA4
GRMZM2G369242	ASL1
GRMZM2G369253	CVP1
GRMZM2G369260	POLD4
GRMZM2G369348	PRT6
GRMZM2G369373	EMB2753
GRMZM2G369401	CAS1
GRMZM2G369546	CPK7
GRMZM2G369559	CCT
GRMZM2G369721	ATCXE13
GRMZM2G369845	ATPAL1
GRMZM2G369882	ATRPA70B
GRMZM2G369912	ATB\' GAMMA
GRMZM2G370048	ATUXS1
GRMZM2G370188	ATUBP1
GRMZM2G370275	ATCTIMC
GRMZM2G370302	PEX3-1
GRMZM2G370326	PDE319
GRMZM2G370357	APA1
GRMZM2G370377	LCB2
GRMZM2G370473	RPS19
GRMZM2G370516	LPA3
GRMZM2G370519	CYP709B2
GRMZM2G370546	SUB1
GRMZM2G370715	KTF1
GRMZM2G370852	ATLEUC1
GRMZM2G370915	AtTMN7
GRMZM2G370928	RCI3
GRMZM2G371063	ROXY2
GRMZM2G371159	ATRALF1
GRMZM2G371167	LSU1
GRMZM2G371176	IQD26
GRMZM2G371271	AGD6
GRMZM2G371276	CIPK10
GRMZM2G371345	AtUGT85A2
GRMZM2G371606	CHUP1
GRMZM2G371628	ULP1B
GRMZM2G371695	ATGRIP
GRMZM2G371745	AGO10
GRMZM2G371857	NPGR2
GRMZM2G372068	UGT72B3
GRMZM2G372081	PERK4
GRMZM2G372102	AZI1
GRMZM2G372293	ATLCB1
GRMZM2G372297	PPH1
GRMZM2G372457	RIK
GRMZM2G372484	AGO5
GRMZM2G372537	ATESD4
GRMZM2G372780	ATDGK7
GRMZM2G372871	ATDEK1
GRMZM2G373011	TAF13
GRMZM2G373040	ARD4
GRMZM2G373227	RUS2
GRMZM2G373292	MGP1
GRMZM2G373341	ATTOC120
GRMZM2G373407	KDSB
GRMZM2G373435	ARSK1
GRMZM2G373607	SCPL34
GRMZM2G373652	APM1
GRMZM2G373738	ATRAB1C
GRMZM2G373761	ATVLN4
GRMZM2G373849	ATHSP93-V
GRMZM2G373859	ATGDU3
GRMZM2G373887	PLL1
GRMZM2G373936	ATFT4
GRMZM2G374203	BRX
GRMZM2G374213	HPD
GRMZM2G374248	ATEXP11
GRMZM2G374309	CRK10
GRMZM2G374438	GLI1
GRMZM2G374596	MK
GRMZM2G374648	AtCESA1
GRMZM2G374725	ATWRKY2
GRMZM2G374812	ATSTP1
GRMZM2G374817	ACX3
GRMZM2G374881	PBA1
GRMZM2G374938	PAD2
GRMZM2G374973	PIP5K9
GRMZM2G375011	ATPAP24
GRMZM2G375064	GLT1
GRMZM2G375123	ATMCM2
GRMZM2G375153	ATL4
GRMZM2G375163	AtRLP29
GRMZM2G375236	ATCRR3
GRMZM2G375391	MOS7
GRMZM2G375487	ATNADP-ME1
GRMZM2G375517	ATHSP22.0
GRMZM2G375593	ATVLN4
GRMZM2G375597	ATSNX1
GRMZM2G375672	GIL1
GRMZM2G375807	ACN2
GRMZM2G375833	ATPGMP
GRMZM2G375947	UNE2
GRMZM2G376074	ATUBP26
GRMZM2G376272	UGT72B3
GRMZM2G376310	ATPDR6
GRMZM2G376416	BGLU11
GRMZM2G376433	ATCCD1
GRMZM2G376438	emb2734
GRMZM2G376548	ATHVA22D
GRMZM2G376595	ATPSAT1
GRMZM2G376618	ATC/VIF2
GRMZM2G376619	ATRBP37
GRMZM2G376684	ATMYB65
GRMZM2G376731	ATTRN1
GRMZM2G376743	LTI65
GRMZM2G376757	LPA3
GRMZM2G376905	RD21
GRMZM2G376959	TAF5
GRMZM2G377049	ADL1
GRMZM2G377079	EDM2
GRMZM2G377194	ATCYCD1;1
GRMZM2G377237	chr13
GRMZM2G377265	GONST1
GRMZM2G377344	GAL1
GRMZM2G377373	AtTLP6
GRMZM2G377443	SCPL51
GRMZM2G377451	AR1
GRMZM2G377458	PAD1
GRMZM2G377502	ATPMT1
GRMZM2G377539	ATATH13
GRMZM2G377550	AL2
GRMZM2G377555	ATNRT2.7
GRMZM2G377563	SDH2-2
GRMZM2G377575	AtCESA1
GRMZM2G377609	HEME1
GRMZM2G377615	ATROPGEF8
GRMZM2G377624	SHM6
GRMZM2G377780	ATSBT3.18
GRMZM2G377855	PSAG
GRMZM2G377889	ULP1B
GRMZM2G378019	ULP1A
GRMZM2G378102	DegP7
GRMZM2G378121	WPP1
GRMZM2G378402	AtUGP1
GRMZM2G378515	GF14 NU
GRMZM2G378768	ATAMPD
GRMZM2G378836	CESA5
GRMZM2G378852	MAPKKK14
GRMZM2G378949	ATCRK3
GRMZM2G378994	NRPA2
GRMZM2G379053	ABA1
GRMZM2G379189	BLH7
GRMZM2G379217	ATPURM
GRMZM2G379219	GSH2
GRMZM2G379252	GSH2
GRMZM2G379271	DXR
GRMZM2G379280	ECT5
GRMZM2G379286	TRZ4
GRMZM2G379348	ZIP10
GRMZM2G379445	ATATH7
GRMZM2G379540	ATRBL1
GRMZM2G379550	ATMAP65-3
GRMZM2G379563	ATNYE1
GRMZM2G379577	GAUT1
GRMZM2G379731	ATHAC1
GRMZM2G379754	POL2B
GRMZM2G379758	ATEIF3C-1
GRMZM2G379760	ATGCP3
GRMZM2G380014	mtHsc70-1
GRMZM2G380088	AT-CDA1
GRMZM2G380152	RPSAb
GRMZM2G380184	ATCUL3
GRMZM2G380195	CRR2
GRMZM2G380197	EMB3003
GRMZM2G380361	ATUPF3
GRMZM2G380419	ATRLI2
GRMZM2G380432	EXO
GRMZM2G380438	ALDH1A
GRMZM2G380487	ATYSL3
GRMZM2G380605	ATRPA70B
GRMZM2G380650	LAP6
GRMZM2G380665	PPR336
GRMZM2G380687	ATRPA1A
GRMZM2G380789	HHP4
GRMZM2G380889	ATERDJ3A
GRMZM2G380897	bZIP65
GRMZM2G380903	ATAVP3
GRMZM2G381025	UGT88A1
GRMZM2G381051	ATIVD
GRMZM2G381071	CML11
GRMZM2G381370	ATNPSN12
GRMZM2G381376	AtSAM2
GRMZM2G381473	UXS4
GRMZM2G381500	CRK27
GRMZM2G381649	SNF7.1
GRMZM2G381766	RLK
GRMZM2G381924	ATAVP3
GRMZM2G381926	ATAVP3
GRMZM2G382038	UXS6
GRMZM2G382077	PP2A-3
GRMZM2G382159	ALDH7B4
GRMZM2G382171	ATLEUC1
GRMZM2G382240	PAB1
GRMZM2G382247	ATRHM1
GRMZM2G382341	FIM2
GRMZM2G382345	ATBAG5
GRMZM2G382415	TPL
GRMZM2G382577	ENO2
GRMZM2G382581	AtMC6
GRMZM2G382603	VCS
GRMZM2G382632	HS
GRMZM2G382729	ADL2
GRMZM2G382772	ACD1-LIKE
GRMZM2G382774	ELF4-L4
GRMZM2G382785	AT5MAT
GRMZM2G382890	HMG1
GRMZM2G382918	ATBAG5
GRMZM2G383122	ATBAG3
GRMZM2G383154	LPA1
GRMZM2G383168	ATTIM44-2
GRMZM2G383215	CDKB2;1
GRMZM2G383234	PP2A-2
GRMZM2G383274	HMA7
GRMZM2G383295	ATAVP3
GRMZM2G383303	RALFL21
GRMZM2G383340	LPAT2
GRMZM2G383408	ACR4
GRMZM2G383564	FUG1
GRMZM2G383607	ACYB-1
GRMZM2G383612	FY
GRMZM2G383739	SRS7
GRMZM2G383790	ATXT1
GRMZM2G383817	NDL1
GRMZM2G383833	ATRING1A
GRMZM2G383881	SD2-5
GRMZM2G383920	ATUGT85A1
GRMZM2G383937	ATL6
GRMZM2G384128	UFD1
GRMZM2G384296	ATCNGC2
GRMZM2G384338	NFD2
GRMZM2G384355	ELM1
GRMZM2G384439	ATSERK1
GRMZM2G384463	RPL16A
GRMZM2G384578	CRK4
GRMZM2G384597	ATPEPC1
GRMZM2G384730	ZIP4
GRMZM2G384755	ARK3
GRMZM2G384863	ATCSLC12
GRMZM2G384871	PCK1
GRMZM2G384884	CYP71B34
GRMZM2G384897	WAK5
GRMZM2G384972	PEX11A
GRMZM2G384979	ATPUP10
GRMZM2G385050	TAF4
GRMZM2G385182	MEE44
GRMZM2G385263	ATNR2
GRMZM2G385265	ATCDC48
GRMZM2G385352	MEE40
GRMZM2G385619	ATUBP1
GRMZM2G386317	ATGCN3
GRMZM2G386407	DOT4
GRMZM2G386430	CUM2
GRMZM2G386463	ATFUT11
GRMZM2G386486	ATPAL1
GRMZM2G386560	DSK2
GRMZM2G386590	14-3-3OMEGA
GRMZM2G386614	ATCAND1
GRMZM2G386714	ATKRS-1
GRMZM2G386800	AHA8
GRMZM2G386851	UBP25
GRMZM2G386952	AtRLP45
GRMZM2G386971	GAUT1
GRMZM2G386985	DER2.2
GRMZM2G386991	AFC1
GRMZM2G387076	ATGP1
GRMZM2G387155	FHY2
GRMZM2G387227	CYCA1;1
GRMZM2G387304	ATSPL14
GRMZM2G387310	AtbZIP68
GRMZM2G387383	LON1
GRMZM2G387480	SDH2-2
GRMZM2G387576	ARPC3
GRMZM2G387585	ATXT1
GRMZM2G387589	ATPLDDELTA
GRMZM2G387624	ARP
GRMZM2G387837	MEE50
GRMZM2G387993	ATSPL14
GRMZM2G388006	SEC
GRMZM2G388155	ATLCB1
GRMZM2G388234	ATEBP1
GRMZM2G388253	EDM2
GRMZM2G388489	ATCNGC2
GRMZM2G388539	ATATH12
GRMZM2G388684	XTH32
GRMZM2G388773	ACD
GRMZM2G388892	NRPA2
GRMZM2G388915	UVH3
GRMZM2G388987	UBP19
GRMZM2G389015	RPS18C
GRMZM2G389055	LOP1
GRMZM2G389094	ATJ
GRMZM2G389118	ATTOC159
GRMZM2G389135	RIC7
GRMZM2G389240	ATFIB2
GRMZM2G389285	ATPUP3
GRMZM2G389299	TUA3
GRMZM2G389301	EDL3
GRMZM2G389342	ATNHX4
GRMZM2G389362	ATELP
GRMZM2G389416	ATP5CS
GRMZM2G389462	PUB15
GRMZM2G389588	AtCESA1
GRMZM2G389769	ACHT4
GRMZM2G389841	PLD
GRMZM2G389939	ADNT1
GRMZM2G389944	DOGT1
GRMZM2G390109	ZIP4
GRMZM2G390124	TPS02
GRMZM2G390207	AGO4
GRMZM2G390331	DOT4
GRMZM2G390345	ATNEK2
GRMZM2G390350	RIC1
GRMZM2G390385	ACO1
GRMZM2G390429	CAS1
GRMZM2G390487	SEC3A
GRMZM2G390498	FSD3
GRMZM2G390516	IBS1
GRMZM2G390607	GSTL2
GRMZM2G390729	ATSRP30
GRMZM2G390773	ROC2
GRMZM2G390998	ATPDI3
GRMZM2G391000	GAUT4
GRMZM2G391042	ACA8
GRMZM2G391129	GLT1
GRMZM2G391269	SBP1
GRMZM2G391487	ATGLR2.7
GRMZM2G391559	cpHsc70-2
GRMZM2G391684	AAE5
GRMZM2G391794	LRR XI-23
GRMZM2G391815	ATPDR11
GRMZM2G392042	PDE321
GRMZM2G392116	BPS1
GRMZM2G392125	MERI-5
GRMZM2G392135	ATGSTT2
GRMZM2G392172	ATMSH2
GRMZM2G392185	ATTIC110
GRMZM2G392314	ATBPM2
GRMZM2G392486	ATPAL1
GRMZM2G392513	ATIPS2
GRMZM2G392524	BLT
GRMZM2G392683	NRPB1
GRMZM2G392700	CID7
GRMZM2G392737	ATMKK7
GRMZM2G392909	ATRECQ3
GRMZM2G392969	ATHMA8
GRMZM2G392988	ATSUS3
GRMZM2G393002	ARAF
GRMZM2G393039	ARP3
GRMZM2G393227	ATPPC2
GRMZM2G393272	MAX2
GRMZM2G393347	ZAR1
GRMZM2G393391	ATECH2
GRMZM2G393436	SKIP16
GRMZM2G393455	AGO1
GRMZM2G393515	ROC4
GRMZM2G393540	PAA1
GRMZM2G393673	SCPL34
GRMZM2G393843	CYP97C1
GRMZM2G394311	ILR1
GRMZM2G394321	RKL1
GRMZM2G394403	CLPP4
GRMZM2G394688	CYP81D5
GRMZM2G394722	GTD1
GRMZM2G394747	NUZ
GRMZM2G394783	CYP89A6
GRMZM2G394945	AN
GRMZM2G395061	TBL13
GRMZM2G395153	HAM2
GRMZM2G395279	ATAVP3
GRMZM2G395348	RKL1
GRMZM2G395350	ARP
GRMZM2G395357	ATCAD1
GRMZM2G395429	ATRALF1
GRMZM2G395458	ATCIPK18
GRMZM2G395508	UGT88A1
GRMZM2G395569	PEPKR2
GRMZM2G395610	AtMC6
GRMZM2G395728	ATLFNR2
GRMZM2G395736	MEI1
GRMZM2G395749	ALY3
GRMZM2G395771	CRM2
GRMZM2G396073	BSL3
GRMZM2G396160	SRD2
GRMZM2G396169	AGL9
GRMZM2G396202	RIC1
GRMZM2G396212	DHS1
GRMZM2G396248	CYP94C1
GRMZM2G396292	ATPEX14
GRMZM2G396430	TIC
GRMZM2G396435	AtTLP1
GRMZM2G396516	ATCLC-F
GRMZM2G396550	ATKT4
GRMZM2G396562	EMB2757
GRMZM2G396565	ATUSP
GRMZM2G396601	ATM1
GRMZM2G396846	GTE7
GRMZM2G396922	ARK3
GRMZM2G396927	CHUP1
GRMZM2G396930	ARF4
GRMZM2G397033	ATXR3
GRMZM2G397148	ATGTF2H2
GRMZM2G397178	PFK3
GRMZM2G397184	PSF1
GRMZM2G397190	PRA1.E
GRMZM2G397402	CYP71A13
GRMZM2G397484	EMB2778
GRMZM2G397684	BRH1
GRMZM2G397785	RPM1
GRMZM2G397788	RPM1
GRMZM2G397836	ATCLC-D
GRMZM2G397889	RLK
GRMZM2G397901	ATMST1
GRMZM2G397965	SAG12
GRMZM2G398107	ATSOS4
GRMZM2G398124	TAF9
GRMZM2G398137	B2
GRMZM2G398275	ROC4
GRMZM2G398288	ALA1
GRMZM2G398341	PI-4KBETA1
GRMZM2G398449	ATRGP2
GRMZM2G398455	ATNAT12
GRMZM2G398538	GAPC-2
GRMZM2G398559	SRF8
GRMZM2G398608	ATPRFB
GRMZM2G398628	ATHPT
GRMZM2G398642	B2
GRMZM2G398755	NSF
GRMZM2G398795	CID11
GRMZM2G398809	ECT9
GRMZM2G398838	SPL1
GRMZM2G398845	CHR9
GRMZM2G398854	RLK1
GRMZM2G399067	ATOST1
GRMZM2G399100	ATCUL4
GRMZM2G399109	CRR2
GRMZM2G399127	MEE25
GRMZM2G399207	DegP7
GRMZM2G399311	SDG37
GRMZM2G399338	ATBET10
GRMZM2G399436	UBP22
GRMZM2G399530	CYP71A23
GRMZM2G399677	PLP3b
GRMZM2G400005	ATBAG6
GRMZM2G400092	HAC07
GRMZM2G400117	APL3
GRMZM2G400129	CYP96A1
GRMZM2G400135	emb1974
GRMZM2G400154	AGO5
GRMZM2G400197	PDE321
GRMZM2G400281	ZFP7
GRMZM2G400352	SDP1
GRMZM2G400408	EFR
GRMZM2G400533	ABCG40
GRMZM2G400570	YSL7
GRMZM2G400704	ATMST1
GRMZM2G400790	IMK2
GRMZM2G400806	ATPDHK
GRMZM2G400907	GTE4
GRMZM2G400938	TBL38
GRMZM2G400999	ATCHIA
GRMZM2G401040	ATPD
GRMZM2G401050	BLI
GRMZM2G401055	ATCHR12
GRMZM2G401089	RPM1
GRMZM2G401147	H2B
GRMZM2G401172	AESP
GRMZM2G401291	ATOBGC
GRMZM2G401342	ELF6
GRMZM2G401436	BRH1
GRMZM2G401463	CYP71B37
GRMZM2G401501	RPS19
GRMZM2G401561	EMB2770
GRMZM2G401721	SNL4
GRMZM2G401769	PGP20
GRMZM2G401821	ARR12
GRMZM2G401827	AtcpRRF
GRMZM2G401848	ROC3
GRMZM2G401874	ATCCC1
GRMZM2G401975	ATEXPB2
GRMZM2G401983	ATEXPB2
GRMZM2G402015	ATPUB13
GRMZM2G402039	AAPT2
GRMZM2G402069	ATPME31
GRMZM2G402137	ATNAF1
GRMZM2G402224	ATCKX6
GRMZM2G402242	ROL5
GRMZM2G402301	ATEDR1
GRMZM2G402319	AtNMNAT
GRMZM2G402485	ATPTR3
GRMZM2G402582	PPDK
GRMZM2G402584	sks3
GRMZM2G402638	TET5
GRMZM2G402645	ATWRKY2
GRMZM2G402650	ATSRL1
GRMZM2G402653	ORP2A
GRMZM2G402714	UBQ9
GRMZM2G402804	BRD4
GRMZM2G402837	AGL10
GRMZM2G402881	AtPP2-A13
GRMZM2G403010	ICR1
GRMZM2G403276	FLA1
GRMZM2G403590	ATZFP2
GRMZM2G403609	REN1
GRMZM2G403652	ATGSTT1
GRMZM2G403719	CRK23
GRMZM2G403800	ZCF37
GRMZM2G403816	ABI1
GRMZM2G404011	ATPDI11
GRMZM2G404078	MAPKKK15
GRMZM2G404081	TBL38
GRMZM2G404121	AGO1
GRMZM2G404132	KIPK
GRMZM2G404137	P5CS2
GRMZM2G404237	ATNADP-ME3
GRMZM2G404279	CYP706A5
GRMZM2G404374	VHA-A1
GRMZM2G404375	emb2746
GRMZM2G404426	EMB1135
GRMZM2G404571	AGO5
GRMZM2G404617	ATESD4
GRMZM2G404762	ATFT1
GRMZM2G404855	IDH-V
GRMZM2G404864	MEF21
GRMZM2G404888	CAT8
GRMZM2G404897	ATNUDT19
GRMZM2G404922	EMB1444
GRMZM2G404941	ATPAP16
GRMZM2G405022	AtGDU4
GRMZM2G405067	GLT1
GRMZM2G405178	ATHOL3
GRMZM2G405185	ATGIP1
GRMZM2G405203	MAX2
GRMZM2G405313	ATGSTU18
GRMZM2G405474	AFR
GRMZM2G405567	ATCSLA09
GRMZM2G405581	ATPA2
GRMZM2G405622	ATEXPB2
GRMZM2G405655	ATGSTT3
GRMZM2G405708	scpl28
GRMZM2G405770	ATPAP10
GRMZM2G405947	JMT
GRMZM2G406074	ATNUDX26
GRMZM2G406135	ATXT1
GRMZM2G406177	ATPCME
GRMZM2G406457	LINC1
GRMZM2G406605	ATLCBK1
GRMZM2G406662	KAM1
GRMZM2G406674	IQD31
GRMZM2G406712	ATCPL3
GRMZM2G406715	ABF1
GRMZM2G406945	ATTPS1
GRMZM2G406951	DGL
GRMZM2G406962	IQD7
GRMZM2G407032	ATNAP10
GRMZM2G407287	EDA25
GRMZM2G407382	ATRH53
GRMZM2G407396	ATHAL3
GRMZM2G407403	ATRECQ3
GRMZM2G407517	ACT7
GRMZM2G407623	ATHPP2C5
GRMZM2G407626	CML41
GRMZM2G407650	CYP712A1
GRMZM2G407741	ATLSD1
GRMZM2G407825	ALA1
GRMZM2G407869	TUA3
GRMZM2G407913	EDA7
GRMZM2G408038	SCPL7
GRMZM2G408216	DEGP2
GRMZM2G408359	ATPI4K GAMMA 7
GRMZM2G408371	At-A/N-InvH
GRMZM2G408385	ADH2
GRMZM2G408483	AtCESA1
GRMZM2G408710	PLA-I{gamma}1
GRMZM2G408958	ATHMA8
GRMZM2G408989	AERD2
GRMZM2G409071	ATGSL05
GRMZM2G409203	MGP3
GRMZM2G409219	NRPB1
GRMZM2G409224	ATX2
GRMZM2G409265	ORP2A
GRMZM2G409286	ATEXPB2
GRMZM2G409343	ATXIE
GRMZM2G409475	ATRLI2
GRMZM2G409627	ATNFXL1
GRMZM2G409658	CIPK10
GRMZM2G409934	TIP1
GRMZM2G409956	ULP1B
GRMZM2G409970	CLE9
GRMZM2G410029	MGP2
GRMZM2G410042	ATCDC6
GRMZM2G410085	PHF1
GRMZM2G410289	PRAF1
GRMZM2G410318	ATMSH5
GRMZM2G410618	ASML1
GRMZM2G410700	CYP707A3
GRMZM2G410704	ATSUS6
GRMZM2G410933	AtCESA1
GRMZM2G410963	AtRLP2
GRMZM2G410990	AHA1
GRMZM2G410991	LYM2
GRMZM2G411063	ATPDR1
GRMZM2G411079	ATESD4
GRMZM2G411084	WPP2
GRMZM2G411159	ESK1
GRMZM2G411288	ATPERK1
GRMZM2G411448	AR2
GRMZM2G411561	ATSYP124
GRMZM2G411579	CONNEXIN 32
GRMZM2G411639	ATPRFB
GRMZM2G411888	ATRSZ33
GRMZM2G411893	ELF9
GRMZM2G411916	ALA2
GRMZM2G411940	ALA2
GRMZM2G412021	EMB3013
GRMZM2G412075	PAB7
GRMZM2G412078	RHF2A
GRMZM2G412136	ATRANGAP1
GRMZM2G412151	GABA-T
GRMZM2G412276	PGP9
GRMZM2G412335	UGT73D1
GRMZM2G412426	ATVTI11
GRMZM2G412464	SLAH3
GRMZM2G412524	KIPK
GRMZM2G412601	ATCIPK6
GRMZM2G412624	ATHMA8
GRMZM2G412814	CCT
GRMZM2G412871	AHA5
GRMZM2G412876	RIC10
GRMZM2G412888	WAV2
GRMZM2G412904	SDD1
GRMZM2G413055	ADK
GRMZM2G413220	CAMTA1
GRMZM2G413253	EMB2778
GRMZM2G413368	ATP58IPK
GRMZM2G413537	PERK4
GRMZM2G413607	GTE7
GRMZM2G413635	CRK8
GRMZM2G413687	LSH6
GRMZM2G413709	PLDBETA
GRMZM2G413774	ATMRP9
GRMZM2G413796	OBF4
GRMZM2G413835	CER7
GRMZM2G413857	NDL1
GRMZM2G413943	AAP2
GRMZM2G413999	URH2
GRMZM2G414007	APUM24
GRMZM2G414047	PLA IIIA
GRMZM2G414140	ATJ
GRMZM2G414156	VPS2.2
GRMZM2G414225	cICDH
GRMZM2G414306	ATPDR6
GRMZM2G414353	PUR4
GRMZM2G414365	APL3
GRMZM2G414475	RALFL33
