GeneID,ZmPep3,antiZm3
GRMZM2G164965,-1.747825971,1.790709489
GRMZM2G300348,-1.749970156,1.7930979
GRMZM2G058250,-1.751977508,1.793796936
GRMZM2G113205,-1.753793128,1.793961177
GRMZM5G837563,-1.754073099,1.798726604
GRMZM2G172410,-1.754759076,1.802036131
GRMZM2G127537,-1.75691336,1.804692915
GRMZM2G035213,-1.764209883,1.809199759
GRMZM2G006121,-1.767211439,1.812127777
GRMZM2G060156,-1.769363047,1.819353495
GRMZM2G129513,-1.770973986,1.819964096
GRMZM2G111637,-1.774687351,1.820885245
GRMZM2G122139,-1.775091565,1.824795711
GRMZM2G149383,-1.775780549,1.831632995
GRMZM2G117412,-1.78494573,1.848745655
AC234157.1_FG002,-1.788664435,1.877691917
GRMZM2G307600,-1.788840031,1.878223953
GRMZM2G104551,-1.788943105,1.878821201
GRMZM2G001805,-1.789913497,1.884645093
GRMZM2G042666,-1.793589064,1.884790978
GRMZM2G157197,-1.801051725,1.888241289
GRMZM2G103873,-1.80742185,1.890750109
GRMZM2G127230,-1.808342378,1.89200778
GRMZM2G006791,-1.817784829,1.894828319
GRMZM2G087079,-1.81950523,1.897406038
GRMZM2G172723,-1.820515633,1.897809262
GRMZM2G463913,-1.822593325,1.897905513
GRMZM5G815808,-1.825883072,1.902642796
GRMZM2G164202,-1.828336259,1.902845823
GRMZM2G055165,-1.83098781,1.905749021
GRMZM5G854533,-1.835353032,1.905840222
GRMZM2G027021,-1.844137482,1.913757142
GRMZM2G044851,-1.844156825,1.919078838
GRMZM2G423831,-1.848681611,1.923925756
GRMZM2G069569,-1.852888658,1.924421828
AC219006.2_FG006,-1.85327762,1.933375037
GRMZM2G093090,-1.854306115,1.934982021
GRMZM2G412601,-1.856559215,1.935007083
GRMZM2G176840,-1.857214789,1.938851838
GRMZM2G010221,-1.857389745,1.93970048
GRMZM2G025855,-1.864413229,1.942656369
GRMZM2G088669,-1.865191202,1.947088916
GRMZM5G870932,-1.870070103,1.955973515
GRMZM2G099642,-1.871511477,1.962098441
GRMZM2G131286,-1.872899578,1.964753664
GRMZM2G410352,-1.882287552,1.967754943
GRMZM2G102838,-1.88278823,1.969481975
GRMZM2G030606,-1.885525128,1.969962159
AC218972.3_FG004,-1.886240514,1.980008482
GRMZM5G807267,-1.886496712,1.988205585
AC205008.4_FG002,-1.889735908,1.997766676
GRMZM2G109244,-1.896343677,2.000095606
GRMZM5G810061,-1.898968584,2.004183559
GRMZM2G562473,-1.903081349,2.017466922
GRMZM2G339731,-1.903346017,2.023426761
GRMZM2G140288,-1.905256087,2.027751074
GRMZM2G357112,-1.911123077,2.034111855
GRMZM5G836910,-1.915153437,2.036986058
GRMZM2G095082,-1.916974394,2.048446281
GRMZM2G118005,-1.920134348,2.050245786
GRMZM2G122073,-1.920572308,2.054412456
GRMZM2G156227,-1.931181291,2.056898022
GRMZM2G091419,-1.932695099,2.057451295
GRMZM2G068947,-1.933008131,2.061817122
GRMZM2G096391,-1.93305176,2.06361828
GRMZM2G043453,-1.933447037,2.068798581
GRMZM2G052341,-1.933529696,2.075764766
GRMZM2G159641,-1.9341616,2.079263943
GRMZM2G082342,-1.934759093,2.084652795
GRMZM2G003762,-1.935336541,2.089166631
GRMZM2G144581,-1.936561134,2.091016091
GRMZM2G104658,-1.940019992,2.098227023
GRMZM2G135019,-1.942921137,2.111900834
GRMZM2G035134,-1.946419406,2.112536335
GRMZM2G323024,-1.949283311,2.123103163
GRMZM2G397247,-1.953896454,2.123257748
GRMZM2G154505,-1.95515619,2.123646096
GRMZM2G073059,-1.95954654,2.127446881
GRMZM2G148864,-1.964004256,2.130061392
GRMZM2G068316,-1.968421998,2.137538041
GRMZM2G341959,-1.969982251,2.138330323
GRMZM2G160730,-1.972416158,2.139724293
GRMZM2G158835,-1.974297511,2.143071144
GRMZM2G070659,-1.976694497,2.144967182
GRMZM2G118378,-1.981915231,2.155241302
GRMZM2G108981,-1.982094702,2.159402623
GRMZM2G179146,-1.984475708,2.164587385
GRMZM5G860978,-1.984716255,2.168858728
GRMZM2G138268,-1.98542235,2.176406938
GRMZM5G826389,-1.985951434,2.181264508
GRMZM2G092311,-1.986134016,2.182425025
GRMZM2G179677,-1.988801238,2.187513393
GRMZM2G154508,-1.988996964,2.193013677
GRMZM2G124473,-1.993170631,2.218280882
GRMZM2G023591,-1.996878783,2.218310353
GRMZM2G062724,-2.00040282,2.235805412
AC193645.3_FG008,-2.001814028,2.237758221
GRMZM2G010349,-2.004188587,2.240628169
GRMZM2G449147,-2.011533033,2.241406477
GRMZM2G174107,-2.018636985,2.243379956
GRMZM2G468574,-2.022132167,2.244645213
GRMZM2G114469,-2.02420718,2.248285231
GRMZM2G114503,-2.024214713,2.249170965
GRMZM2G044247,-2.025119404,2.251769902
GRMZM2G070011,-2.025224969,2.252114401
GRMZM2G001457,-2.025959446,2.261987558
GRMZM2G177412,-2.030619446,2.265665471
GRMZM5G851051,-2.032044278,2.26902777
GRMZM5G885392,-2.036240243,2.269187253
GRMZM2G048085,-2.036620398,2.276777386
GRMZM2G077206,-2.037209589,2.279968456
GRMZM2G122479,-2.037345989,2.281832146
GRMZM2G123719,-2.04379718,2.284360547
GRMZM2G145374,-2.051846261,2.285082098
GRMZM2G026980,-2.053293632,2.285470299
GRMZM2G090568,-2.054679454,2.285783542
GRMZM2G132591,-2.061812064,2.286460808
GRMZM5G876898,-2.063026898,2.287642562
GRMZM2G090112,-2.064073498,2.288761621
GRMZM2G348512,-2.066191475,2.295775238
GRMZM2G129540,-2.069824591,2.302049375
GRMZM2G028640,-2.072838377,2.317093668
GRMZM2G315431,-2.073383854,2.318736926
GRMZM5G803874,-2.075220556,2.348922388
GRMZM2G059191,-2.077195178,2.354959916
GRMZM2G069024,-2.077788309,2.365449802
GRMZM2G123815,-2.079608058,2.373031598
GRMZM5G881529,-2.08050637,2.396486176
GRMZM2G010929,-2.096851139,2.408020009
GRMZM2G021410,-2.099594901,2.425099297
GRMZM2G086788,-2.100603878,2.429458212
GRMZM2G068963,-2.10093133,2.436394542
GRMZM2G109526,-2.106762939,2.439540063
GRMZM2G128981,-2.109044064,2.46222505
GRMZM2G324390,-2.109894321,2.470113795
GRMZM2G021784,-2.113216275,2.471344874
GRMZM2G139803,-2.114598359,2.473336849
GRMZM2G142097,-2.127575192,2.478843503
GRMZM2G341366,-2.133349659,2.484360268
GRMZM2G399183,-2.137081646,2.486256286
GRMZM2G066219,-2.141726981,2.494567462
GRMZM2G074282,-2.142836329,2.528108643
GRMZM2G162527,-2.144135639,2.534567781
GRMZM2G123234,-2.148378387,2.537634436
GRMZM5G891096,-2.149948925,2.538619125
GRMZM2G175562,-2.158113049,2.546628558
GRMZM2G125653,-2.159241519,2.555235501
GRMZM2G106164,-2.166473044,2.555573197
GRMZM2G110657,-2.171581394,2.559092605
GRMZM2G155281,-2.17159562,2.562111464
GRMZM2G388420,-2.174527736,2.580517849
GRMZM2G081268,-2.179718928,2.59003946
GRMZM2G070847,-2.180273934,2.594105357
AC204611.4_FG001,-2.182057874,2.597923404
GRMZM2G039586,-2.184712043,2.600022388
GRMZM2G104397,-2.186069756,2.601330223
GRMZM2G079759,-2.186141573,2.602233257
GRMZM2G052507,-2.191217902,2.625718559
GRMZM2G133314,-2.200279876,2.631701361
GRMZM2G017045,-2.200816964,2.63859297
GRMZM2G133844,-2.209087024,2.670124873
GRMZM5G840582,-2.211148934,2.680168486
GRMZM5G874903,-2.211172924,2.680361702
GRMZM2G568636,-2.211921963,2.691224859
GRMZM2G004523,-2.212741876,2.712846728
GRMZM2G306345,-2.218485331,2.716321501
GRMZM2G150337,-2.222136124,2.723930854
GRMZM2G043162,-2.228597558,2.725590734
GRMZM2G345493,-2.246682527,2.742547481
GRMZM2G074393,-2.248832882,2.747894565
GRMZM5G889520,-2.255111644,2.751421364
GRMZM2G161673,-2.25778468,2.751593364
AC203535.4_FG004,-2.259861239,2.756858458
GRMZM2G051984,-2.264152887,2.758769279
GRMZM5G855361,-2.264768815,2.777292481
GRMZM5G862663,-2.270681326,2.777807816
GRMZM2G472852,-2.282151168,2.780784312
GRMZM2G139250,-2.282203197,2.785034636
GRMZM2G006363,-2.284801763,2.796666408
GRMZM5G889372,-2.286965056,2.806880137
GRMZM2G149317,-2.291487149,2.851373206
GRMZM2G050946,-2.306068871,2.853601774
GRMZM2G165255,-2.306109254,2.870250762
GRMZM2G344205,-2.309655024,2.87459146
GRMZM2G072808,-2.318536713,2.883886481
GRMZM2G048121,-2.325486486,2.903013315
GRMZM2G137868,-2.333268993,2.915601776
GRMZM2G143917,-2.334945172,2.921544195
GRMZM2G081114,-2.335502851,2.943338251
GRMZM2G081462,-2.339204043,2.957471359
GRMZM2G073351,-2.342585683,2.969503541
GRMZM2G076989,-2.343241677,2.977000323
GRMZM2G028665,-2.351147043,2.987201173
GRMZM2G135029,-2.353313817,2.98880296
GRMZM2G478212,-2.353709484,2.990427175
GRMZM2G471904,-2.359318506,3.009885714
GRMZM2G021617,-2.360316401,3.020216488
GRMZM2G071450,-2.36314081,3.038065168
AC194970.5_FG001,-2.365967191,3.039922705
GRMZM2G129209,-2.379400362,3.045793014
GRMZM2G003182,-2.381504528,3.055679271
GRMZM2G122853,-2.385031736,3.06101122
GRMZM2G097967,-2.397288156,3.067187004
GRMZM2G179292,-2.40432349,3.088506911
GRMZM2G353024,-2.405073655,3.129986778
GRMZM2G081803,-2.415254326,3.1495586
GRMZM2G104783,-2.416906417,3.150535881
GRMZM2G162614,-2.424407672,3.152743569
GRMZM2G105644,-2.429466366,3.156408833
GRMZM2G039996,-2.433605093,3.174716115
GRMZM2G159908,-2.433735022,3.186549413
GRMZM2G080107,-2.436974059,3.198970299
GRMZM2G144196,-2.440049983,3.210376663
GRMZM2G026614,-2.450994853,3.219799845
GRMZM2G103101,-2.453418798,3.244059878
GRMZM2G122327,-2.459608505,3.261127954
GRMZM2G337113,-2.46703994,3.261406052
GRMZM2G441888,-2.467467734,3.280403814
GRMZM2G081955,-2.471448672,3.285181942
GRMZM2G070605,-2.475534157,3.309632143
GRMZM5G826801,-2.492644344,3.318802993
GRMZM2G040145,-2.499181798,3.377236833
GRMZM2G098520,-2.499455699,3.396510262
GRMZM2G156472,-2.500088998,3.402633309
GRMZM2G010884,-2.512754548,3.406123145
GRMZM2G328908,-2.513926724,3.452022251
GRMZM5G845611,-2.526340364,3.499172934
GRMZM2G139786,-2.5380262,3.574537186
GRMZM2G113033,-2.541737106,3.59224374
GRMZM2G085019,-2.543195293,3.640207429
GRMZM2G113349,-2.543834194,3.672697338
GRMZM5G891187,-2.54592575,3.679759241
GRMZM2G077333,-2.547288121,3.692962629
GRMZM2G091825,-2.552954458,3.696493421
GRMZM2G449496,-2.553728413,3.739088828
GRMZM2G003246,-2.555453841,3.747464859
GRMZM2G154789,-2.566199851,3.753439065
GRMZM2G004060,-2.569687676,3.804738633
GRMZM2G417107,-2.58602194,3.80741172
GRMZM2G057374,-2.586265861,3.831946863
GRMZM2G098290,-2.602647975,3.848830599
GRMZM2G158328,-2.604122351,3.853779241
GRMZM2G032253,-2.623913374,3.856143944
AC210003.2_FG015,-2.63098179,3.858779365
GRMZM2G139852,-2.640321242,3.863275661
GRMZM2G013342,-2.641429308,3.894505774
GRMZM2G001696,-2.647579622,3.894808857
GRMZM2G056424,-2.652010685,3.923688128
GRMZM2G301150,-2.657902332,3.945540098
GRMZM2G150450,-2.674545506,4.004094964
GRMZM2G375448,-2.681256147,4.017230032
GRMZM2G321053,-2.712956813,4.018576341
GRMZM5G898274,-2.71370589,4.052512076
GRMZM2G047954,-2.733108126,4.067807243
GRMZM2G036880,-2.735147104,4.102538786
GRMZM5G885711,-2.769895007,4.126775764
GRMZM2G046284,-2.778728565,4.133435078
GRMZM2G155253,-2.788407687,4.156880294
GRMZM2G012276,-2.794954307,4.169099494
GRMZM2G408967,-2.797327685,4.192398616
GRMZM2G068179,-2.799169796,4.221113251
GRMZM2G085646,-2.855574307,4.357319703
GRMZM2G025882,-2.867409933,4.471891072
GRMZM2G476762,-2.876131463,4.482982537
GRMZM2G026024,-2.883284784,4.495082343
GRMZM2G410757,-2.8842227,4.558452422
GRMZM2G021256,-2.898339635,4.59845135
GRMZM5G832229,-2.945486666,4.662361181
GRMZM5G861547,-2.945761909,4.839998506
GRMZM2G048136,-2.966800709,4.873923788
GRMZM2G471517,-2.994795953,4.881991614
GRMZM2G125482,-3.009240155,4.909317279
GRMZM2G125314,-3.058785776,4.984200569
GRMZM2G436981,-3.075010898,4.987095137
GRMZM2G048313,-3.097019355,5.025700201
GRMZM2G046297,-3.1237495,5.028648527
GRMZM2G162200,-3.137330857,5.088189867
GRMZM5G883706,-3.170706199,5.154204957
GRMZM2G008263,-3.308375626,5.224436565
GRMZM2G377855,-3.309621913,5.246060382
GRMZM2G089574,-3.360495117,5.322138634
GRMZM2G351977,-3.370557048,5.369771339
GRMZM2G502606,-3.398082767,5.421955895
GRMZM2G138258,-3.402385011,5.438481407
GRMZM2G017290,-3.412650036,5.7030183
GRMZM2G068557,-3.463112493,6.030750943
GRMZM2G181258,-3.506922517,6.415508368
GRMZM2G160268,-4.184003236,6.766464862
GRMZM2G042893,-4.242428392,7.506326949
GRMZM2G372102,-4.287995502,7.639497033
