genes,SLB
GRMZM2G075844,2.401
GRMZM2G052434,2.401
GRMZM2G052435,2.400
GRMZM2G165629,2.400
GRMZM2G064050,2.399
GRMZM2G100732,2.398
GRMZM2G017244,2.398
AC217401.3_FG002,2.397
GRMZM2G021514,2.397
GRMZM2G381766,2.397
GRMZM2G020976,2.397
GRMZM5G836939,2.396
GRMZM2G032047,2.395
GRMZM2G045314,2.395
GRMZM2G038821,2.395
GRMZM2G454980,2.395
GRMZM2G300672,2.394
AC209460.3_FG002,2.394
GRMZM2G016447,2.394
AC190915.3_FG007,2.393
GRMZM2G051630,2.393
GRMZM2G106429,2.393
GRMZM2G061096,2.393
GRMZM2G101547,2.393
GRMZM2G063875,2.393
GRMZM2G105415,2.392
GRMZM2G008839,2.392
GRMZM2G440925,2.392
GRMZM2G406674,2.390
GRMZM2G024466,2.390
AC218035.3_FG001,2.390
GRMZM2G079109,2.390
GRMZM2G012284,2.390
GRMZM2G149031,2.389
GRMZM2G016890,2.389
GRMZM2G176465,2.389
GRMZM2G033135,2.389
GRMZM2G476593,2.388
GRMZM2G082260,2.388
GRMZM2G025037,2.387
GRMZM2G013728,2.386
GRMZM2G179155,2.386
GRMZM2G106613,2.386
GRMZM2G160927,2.386
GRMZM2G179421,2.386
GRMZM2G181158,2.386
GRMZM2G166064,2.385
GRMZM5G833563,2.384
GRMZM2G050270,2.384
GRMZM2G060167,2.384
GRMZM2G091995,2.384
GRMZM2G064873,2.383
GRMZM2G014955,2.383
GRMZM5G856306,2.383
GRMZM2G129015,2.382
GRMZM2G002948,2.382
GRMZM2G473709,2.382
GRMZM2G155317,2.382
GRMZM2G126834,2.381
GRMZM2G153150,2.381
GRMZM2G092627,2.381
GRMZM2G072529,2.381
GRMZM2G120016,2.381
GRMZM5G806839,2.380
GRMZM2G104425,2.380
GRMZM2G118737,2.380
GRMZM2G467159,2.380
GRMZM2G384463,2.380
GRMZM2G473250,2.380
GRMZM2G069594,2.378
GRMZM2G437100,2.378
GRMZM2G164909,2.377
GRMZM2G103079,2.377
GRMZM2G084465,2.377
GRMZM2G001243,2.377
GRMZM2G143160,2.377
GRMZM2G108144,2.377
GRMZM2G328171,2.376
GRMZM2G169694,2.376
GRMZM2G034083,2.376
GRMZM2G158998,2.375
GRMZM2G135019,2.375
GRMZM2G062453,2.375
GRMZM2G080565,2.375
GRMZM2G027728,2.375
GRMZM2G023858,2.375
GRMZM2G104958,2.374
GRMZM2G004475,2.374
GRMZM2G174615,2.374
GRMZM2G411639,2.374
GRMZM2G172485,2.373
GRMZM2G161299,2.373
GRMZM2G303965,2.373
GRMZM2G171068,2.373
GRMZM2G061723,2.372
GRMZM2G056573,2.371
GRMZM2G150374,2.371
GRMZM2G048129,2.371
GRMZM5G825524,2.371
AC197545.3_FG002,2.371
GRMZM2G117870,2.371
AC226368.2_FG006,2.371
GRMZM2G167031,2.370
GRMZM2G171373,2.370
GRMZM2G086116,2.369
GRMZM2G012628,2.369
GRMZM2G088018,2.368
GRMZM2G425774,2.368
GRMZM2G032619,2.368
GRMZM2G136854,2.368
GRMZM2G098596,2.368
GRMZM2G048411,2.367
GRMZM2G067460,2.367
GRMZM2G130889,2.367
GRMZM2G019236,2.367
AC197377.3_FG004,2.367
GRMZM2G145012,2.367
GRMZM2G141551,2.365
GRMZM2G133444,2.365
GRMZM2G028986,2.365
GRMZM2G121996,2.365
GRMZM2G359234,2.364
GRMZM2G082271,2.364
GRMZM2G123537,2.364
GRMZM2G162154,2.362
GRMZM2G701108,2.361
GRMZM2G062416,2.361
GRMZM2G064723,2.361
GRMZM2G085932,2.361
GRMZM2G321239,2.361
GRMZM2G386170,2.361
GRMZM2G075253,2.361
GRMZM2G129620,2.360
GRMZM2G076468,2.360
GRMZM2G349988,2.360
GRMZM2G139550,2.360
GRMZM2G031572,2.360
GRMZM2G045249,2.359
GRMZM2G373341,2.359
GRMZM2G077415,2.359
GRMZM5G844316,2.359
GRMZM2G109056,2.358
GRMZM2G145088,2.358
GRMZM2G035017,2.358
GRMZM2G058374,2.358
GRMZM2G010146,2.357
GRMZM2G158811,2.356
GRMZM5G895573,2.356
GRMZM2G132866,2.356
GRMZM2G021710,2.356
AC204712.3_FG002,2.356
GRMZM2G126161,2.355
GRMZM2G132464,2.355
GRMZM2G031352,2.355
GRMZM2G113619,2.354
GRMZM2G168096,2.354
GRMZM2G130910,2.354
GRMZM5G864689,2.353
GRMZM2G016153,2.353
GRMZM2G093987,2.352
GRMZM2G468367,2.352
GRMZM2G163277,2.352
GRMZM2G353548,2.351
GRMZM2G005304,2.351
GRMZM2G432335,2.351
GRMZM2G131482,2.351
GRMZM2G076303,2.350
GRMZM2G318681,2.349
GRMZM2G302293,2.349
GRMZM2G093950,2.348
GRMZM5G889152,2.348
GRMZM2G086994,2.348
AC196426.3_FG007,2.348
GRMZM2G469873,2.348
GRMZM2G312026,2.347
GRMZM2G138475,2.347
GRMZM2G103033,2.347
GRMZM2G150172,2.346
GRMZM2G057942,2.345
GRMZM5G822593,2.345
GRMZM5G878530,2.345
GRMZM2G341499,2.345
GRMZM2G358931,2.344
GRMZM2G162086,2.344
GRMZM2G151967,2.344
GRMZM2G002748,2.343
GRMZM2G396357,2.342
GRMZM2G044023,2.342
GRMZM2G145715,2.342
GRMZM2G030148,2.342
GRMZM2G069618,2.341
GRMZM2G306935,2.341
GRMZM2G428071,2.341
GRMZM2G330024,2.341
GRMZM2G018228,2.340
GRMZM5G878561,2.340
GRMZM2G428168,2.339
GRMZM2G004835,2.339
GRMZM2G075489,2.339
AC234203.1_FG011,2.338
GRMZM2G142709,2.337
GRMZM2G052365,2.337
GRMZM5G829738,2.337
GRMZM2G072121,2.337
GRMZM2G312970,2.337
GRMZM2G132956,2.335
GRMZM2G045226,2.335
GRMZM5G894436,2.335
GRMZM2G023748,2.335
AC195587.4_FG004,2.334
GRMZM2G151009,2.333
GRMZM2G139583,2.332
GRMZM2G430710,2.332
GRMZM2G179106,2.332
GRMZM2G097502,2.332
GRMZM2G166459,2.331
GRMZM2G174732,2.331
GRMZM2G161175,2.331
GRMZM5G886952,2.331
GRMZM2G043498,2.330
GRMZM2G133566,2.330
GRMZM2G050536,2.330
GRMZM2G134385,2.329
GRMZM2G125777,2.329
GRMZM2G031952,2.329
AC206259.3_FG003,2.329
GRMZM2G542847,2.328
GRMZM2G149406,2.328
GRMZM2G163396,2.327
GRMZM2G105996,2.327
GRMZM2G169020,2.327
GRMZM2G104613,2.326
GRMZM2G085530,2.326
GRMZM2G020986,2.326
GRMZM2G015406,2.325
GRMZM2G024959,2.325
GRMZM2G078933,2.325
GRMZM2G156800,2.325
GRMZM2G178996,2.324
GRMZM2G023037,2.324
GRMZM2G023992,2.323
GRMZM2G137802,2.323
GRMZM2G165681,2.323
GRMZM2G031143,2.322
AC205471.4_FG003,2.322
GRMZM5G880102,2.322
GRMZM2G045753,2.322
GRMZM2G056996,2.321
GRMZM2G178278,2.321
GRMZM2G308193,2.320
GRMZM2G092261,2.320
GRMZM2G027131,2.320
GRMZM2G072292,2.320
GRMZM2G007647,2.320
GRMZM2G101760,2.319
GRMZM2G320606,2.319
GRMZM2G147623,2.319
GRMZM2G420733,2.319
GRMZM2G087201,2.319
GRMZM2G177324,2.319
GRMZM2G099797,2.318
GRMZM2G034631,2.318
GRMZM2G052386,2.317
GRMZM2G026855,2.317
GRMZM2G411916,2.317
GRMZM2G037698,2.317
GRMZM2G157316,2.317
GRMZM2G439268,2.316
GRMZM2G378604,2.316
GRMZM2G398825,2.316
GRMZM2G118022,2.316
GRMZM2G118917,2.316
GRMZM2G061562,2.316
GRMZM2G014508,2.315
GRMZM2G161368,2.315
GRMZM2G301399,2.314
GRMZM2G003379,2.314
GRMZM2G058057,2.314
GRMZM2G162286,2.314
GRMZM2G168170,2.313
GRMZM2G091435,2.313
GRMZM2G149060,2.313
GRMZM2G011364,2.313
GRMZM2G051842,2.313
GRMZM2G702159,2.312
GRMZM2G168913,2.312
AC233961.1_FG001,2.312
GRMZM2G061485,2.311
GRMZM2G171080,2.311
GRMZM2G163242,2.311
GRMZM2G032163,2.311
GRMZM2G172956,2.310
GRMZM2G067520,2.310
GRMZM2G422464,2.310
GRMZM2G042380,2.310
GRMZM2G113873,2.310
GRMZM2G143258,2.309
GRMZM2G174896,2.309
GRMZM2G072080,2.309
GRMZM2G103902,2.308
GRMZM2G037209,2.308
GRMZM2G095631,2.308
GRMZM2G053652,2.308
GRMZM2G423169,2.308
GRMZM2G156490,2.307
GRMZM2G104258,2.307
GRMZM2G414141,2.307
GRMZM2G460078,2.307
GRMZM2G342105,2.307
GRMZM2G119169,2.307
GRMZM2G173684,2.307
GRMZM2G148323,2.306
GRMZM2G123959,2.306
GRMZM2G466270,2.306
GRMZM2G385605,2.306
GRMZM2G045854,2.306
GRMZM2G149717,2.306
GRMZM5G866843,2.305
GRMZM2G017982,2.305
GRMZM2G062289,2.305
GRMZM2G045371,2.304
GRMZM2G071370,2.304
GRMZM2G004641,2.303
GRMZM2G330690,2.303
GRMZM2G010095,2.303
GRMZM2G331368,2.303
GRMZM2G083138,2.303
GRMZM2G022787,2.302
GRMZM2G045596,2.302
GRMZM2G125170,2.302
GRMZM2G064870,2.302
GRMZM2G115750,2.302
GRMZM2G064541,2.302
GRMZM5G869779,2.302
GRMZM2G154059,2.301
GRMZM2G002959,2.301
AC217977.3_FG003,2.301
GRMZM2G179308,2.301
GRMZM2G010944,2.301
GRMZM2G153569,2.301
GRMZM2G005749,2.301
GRMZM2G153706,2.300
GRMZM2G159295,2.300
GRMZM2G077960,2.300
GRMZM2G133121,2.300
GRMZM2G151223,2.299
GRMZM2G366607,2.299
GRMZM2G015267,2.299
GRMZM2G160324,2.299
GRMZM2G166873,2.298
GRMZM5G875502,2.298
GRMZM2G049695,2.298
GRMZM2G180027,2.298
GRMZM2G106235,2.297
GRMZM2G160316,2.297
GRMZM2G479744,2.295
GRMZM2G168890,2.295
GRMZM2G054300,2.294
GRMZM2G424181,2.294
GRMZM2G036411,2.294
GRMZM2G037683,2.293
GRMZM2G084176,2.291
GRMZM2G336879,2.291
GRMZM2G300801,2.291
GRMZM2G412760,2.290
GRMZM2G163914,2.290
GRMZM2G461948,2.289
AC203841.3_FG002,2.289
GRMZM2G173209,2.289
GRMZM2G007288,2.289
GRMZM5G876520,2.288
GRMZM2G142039,2.288
GRMZM2G043056,2.288
GRMZM2G027049,2.288
GRMZM2G440916,2.288
GRMZM2G417954,2.288
GRMZM5G827455,2.288
GRMZM2G704053,2.287
GRMZM2G082664,2.287
GRMZM2G153333,2.287
GRMZM2G032878,2.287
GRMZM5G871347,2.286
GRMZM2G163129,2.286
GRMZM2G122284,2.286
GRMZM2G155021,2.286
GRMZM2G071015,2.286
GRMZM2G046848,2.286
GRMZM2G460988,2.285
GRMZM2G106389,2.285
GRMZM2G130366,2.285
GRMZM5G876621,2.284
GRMZM2G007229,2.283
GRMZM2G007486,2.283
GRMZM2G058032,2.283
GRMZM2G128809,2.282
GRMZM2G017086,2.282
GRMZM2G070422,2.282
GRMZM2G366843,2.282
GRMZM2G153594,2.282
GRMZM2G144739,2.282
GRMZM2G077197,2.281
GRMZM2G021044,2.281
GRMZM2G114459,2.280
GRMZM2G408706,2.280
GRMZM2G167718,2.280
GRMZM2G319465,2.280
GRMZM2G118515,2.280
GRMZM2G099648,2.280
GRMZM2G142168,2.280
GRMZM2G054227,2.279
GRMZM5G885529,2.279
GRMZM2G140694,2.279
GRMZM2G118309,2.279
GRMZM2G079127,2.279
GRMZM2G138410,2.278
AC233949.1_FG004,2.278
GRMZM2G368908,2.278
GRMZM2G023999,2.278
GRMZM2G377887,2.277
GRMZM2G028132,2.277
GRMZM2G305159,2.276
GRMZM5G893603,2.276
GRMZM2G141152,2.276
GRMZM2G014295,2.276
GRMZM2G019209,2.276
GRMZM2G414496,2.276
GRMZM2G171478,2.276
GRMZM2G044947,2.275
GRMZM2G027298,2.275
AC192451.3_FG001,2.274
GRMZM2G350410,2.274
AC197672.3_FG002,2.274
GRMZM2G079236,2.273
GRMZM2G351047,2.273
GRMZM2G481069,2.272
GRMZM2G326250,2.272
GRMZM2G176612,2.272
GRMZM2G057910,2.272
GRMZM2G035526,2.272
GRMZM2G367001,2.271
GRMZM2G066902,2.271
GRMZM2G066638,2.271
GRMZM2G166684,2.271
GRMZM2G318958,2.270
GRMZM2G461269,2.270
GRMZM2G024612,2.270
GRMZM5G876160,2.270
GRMZM2G308369,2.270
GRMZM2G099466,2.269
GRMZM2G179981,2.269
GRMZM2G358076,2.269
GRMZM2G143356,2.269
GRMZM2G092923,2.269
GRMZM2G151905,2.269
GRMZM2G430600,2.269
GRMZM2G475867,2.269
GRMZM5G828581,2.269
GRMZM2G142383,2.269
GRMZM2G046846,2.268
GRMZM2G096010,2.268
GRMZM2G114924,2.268
GRMZM2G117401,2.268
GRMZM2G446515,2.267
AC199782.5_FG001,2.267
GRMZM2G063868,2.267
GRMZM2G136769,2.267
GRMZM5G859107,2.267
GRMZM2G462118,2.267
GRMZM2G398527,2.266
GRMZM2G078092,2.266
GRMZM2G124872,2.265
GRMZM2G469414,2.264
GRMZM2G068471,2.263
GRMZM2G316191,2.263
GRMZM2G075582,2.263
GRMZM2G089736,2.262
GRMZM2G395842,2.262
GRMZM2G451357,2.262
GRMZM2G017845,2.262
GRMZM2G105909,2.261
GRMZM2G447455,2.261
GRMZM2G070898,2.260
GRMZM2G013457,2.260
GRMZM2G009412,2.260
GRMZM2G089976,2.260
GRMZM2G015880,2.260
GRMZM2G006673,2.260
GRMZM2G096553,2.260
GRMZM2G151706,2.259
GRMZM2G080176,2.259
GRMZM2G113364,2.259
AC211390.3_FG001,2.258
GRMZM2G180979,2.258
GRMZM2G164956,2.258
GRMZM2G119175,2.257
GRMZM2G032763,2.257
AC197699.3_FG003,2.256
GRMZM2G141873,2.256
GRMZM5G807835,2.256
GRMZM2G170591,2.255
GRMZM2G030144,2.255
GRMZM2G108976,2.255
GRMZM2G411177,2.255
GRMZM2G121871,2.253
GRMZM2G352431,2.252
GRMZM2G018553,2.252
GRMZM2G024571,2.252
GRMZM2G131820,2.252
GRMZM2G165387,2.251
GRMZM2G372200,2.251
GRMZM2G375504,2.251
GRMZM2G130724,2.251
GRMZM2G150912,2.250
GRMZM2G163200,2.250
GRMZM2G340048,2.249
GRMZM2G090887,2.249
GRMZM2G088870,2.249
GRMZM2G134205,2.249
GRMZM2G139407,2.249
GRMZM2G033130,2.249
GRMZM2G155312,2.248
GRMZM2G052178,2.248
GRMZM2G149943,2.247
GRMZM2G180971,2.247
GRMZM2G093076,2.246
GRMZM2G079352,2.246
GRMZM2G030596,2.246
GRMZM2G060467,2.245
GRMZM2G009335,2.244
GRMZM2G093900,2.244
GRMZM2G011893,2.244
GRMZM2G087259,2.244
GRMZM2G064168,2.244
GRMZM2G092281,2.243
GRMZM2G107854,2.243
GRMZM2G049693,2.243
AC215198.3_FG002,2.243
GRMZM2G046919,2.242
GRMZM2G474153,2.241
GRMZM2G477743,2.241
GRMZM2G073934,2.241
GRMZM2G036418,2.241
GRMZM2G080139,2.241
GRMZM2G076152,2.241
GRMZM2G327394,2.241
GRMZM2G410710,2.241
GRMZM2G139880,2.240
GRMZM2G426556,2.240
AC214534.3_FG010,2.240
GRMZM2G122941,2.240
GRMZM2G100709,2.240
GRMZM2G430152,2.239
GRMZM2G031360,2.239
GRMZM2G318862,2.239
GRMZM2G380515,2.239
GRMZM2G341741,2.238
GRMZM2G079889,2.238
GRMZM2G047372,2.238
GRMZM2G027311,2.238
GRMZM2G083095,2.238
GRMZM2G046005,2.237
GRMZM2G175171,2.237
GRMZM2G070487,2.237
GRMZM2G022726,2.237
GRMZM2G022180,2.234
GRMZM2G054998,2.234
GRMZM2G007060,2.234
GRMZM2G144254,2.234
GRMZM2G108255,2.234
GRMZM2G085967,2.234
GRMZM2G116554,2.234
GRMZM2G011800,2.233
GRMZM2G156827,2.233
GRMZM2G061980,2.233
GRMZM2G320399,2.232
GRMZM2G000980,2.232
GRMZM2G143357,2.231
GRMZM2G092586,2.231
GRMZM2G009845,2.231
GRMZM2G048762,2.230
GRMZM2G043509,2.230
GRMZM2G044011,2.230
GRMZM2G400604,2.230
GRMZM2G022972,2.230
GRMZM2G070279,2.230
GRMZM2G032852,2.230
GRMZM2G115755,2.229
GRMZM2G150257,2.229
GRMZM2G042313,2.229
GRMZM2G024482,2.229
GRMZM2G180903,2.228
GRMZM2G049398,2.228
GRMZM2G160460,2.228
GRMZM2G108416,2.228
GRMZM2G409131,2.227
GRMZM2G104375,2.227
GRMZM2G143588,2.227
GRMZM2G088014,2.227
GRMZM2G149841,2.227
GRMZM2G139931,2.227
GRMZM2G026151,2.226
GRMZM2G075265,2.226
GRMZM2G359670,2.225
GRMZM2G142119,2.224
GRMZM2G159369,2.223
GRMZM2G029087,2.223
GRMZM2G165817,2.222
GRMZM5G806947,2.222
GRMZM2G161913,2.222
GRMZM2G123277,2.222
GRMZM2G466281,2.221
GRMZM2G058900,2.221
GRMZM2G168752,2.221
GRMZM5G834874,2.221
GRMZM2G133952,2.221
GRMZM2G038388,2.220
GRMZM2G360835,2.220
GRMZM2G168416,2.220
GRMZM2G153087,2.220
GRMZM5G830983,2.219
GRMZM2G349187,2.219
GRMZM2G335978,2.219
GRMZM2G083102,2.219
GRMZM2G054900,2.218
GRMZM2G084296,2.218
GRMZM2G411536,2.218
GRMZM2G022310,2.217
GRMZM2G029077,2.217
GRMZM2G067992,2.216
GRMZM2G154946,2.215
GRMZM2G064896,2.215
GRMZM2G143029,2.215
GRMZM2G021784,2.215
GRMZM2G156320,2.215
GRMZM2G116634,2.215
GRMZM2G045433,2.215
GRMZM2G084149,2.214
GRMZM2G305154,2.214
GRMZM2G079796,2.214
GRMZM2G174196,2.214
AC198937.4_FG003,2.214
GRMZM2G477879,2.214
GRMZM2G139900,2.214
GRMZM2G158609,2.214
GRMZM2G042136,2.213
GRMZM2G096602,2.213
GRMZM2G042118,2.212
GRMZM2G408834,2.212
GRMZM2G305332,2.211
GRMZM2G150058,2.211
GRMZM2G108737,2.210
GRMZM2G018689,2.210
GRMZM2G048117,2.210
GRMZM2G461793,2.209
GRMZM2G103258,2.209
GRMZM2G079817,2.209
GRMZM2G085613,2.209
GRMZM2G105466,2.209
AC208346.3_FG004,2.209
GRMZM2G068220,2.208
GRMZM2G027007,2.207
GRMZM2G433624,2.207
GRMZM5G826714,2.207
GRMZM2G319130,2.207
GRMZM2G133756,2.207
GRMZM2G049342,2.207
GRMZM2G053117,2.207
GRMZM2G386276,2.207
GRMZM2G169280,2.206
GRMZM2G483889,2.206
GRMZM2G020653,2.206
GRMZM2G041955,2.206
GRMZM2G044060,2.206
GRMZM2G007810,2.205
AC196465.3_FG006,2.205
GRMZM2G106056,2.205
GRMZM2G180509,2.205
GRMZM2G119890,2.205
GRMZM2G006948,2.204
GRMZM2G057569,2.204
GRMZM2G300944,2.204
GRMZM2G030263,2.204
GRMZM2G057084,2.203
GRMZM2G069122,2.203
GRMZM2G391000,2.203
GRMZM2G304897,2.203
GRMZM2G093050,2.202
GRMZM2G039419,2.202
GRMZM2G063798,2.202
GRMZM2G004301,2.202
GRMZM2G469175,2.202
GRMZM2G054621,2.202
GRMZM2G088648,2.202
GRMZM2G005435,2.202
GRMZM2G027688,2.202
GRMZM2G076423,2.201
GRMZM2G354385,2.201
GRMZM2G142502,2.201
GRMZM2G171400,2.201
GRMZM2G132286,2.200
GRMZM2G472428,2.200
GRMZM2G151975,2.200
GRMZM2G081380,2.199
GRMZM2G136465,2.199
GRMZM2G145840,2.199
GRMZM2G104511,2.199
GRMZM5G896731,2.199
GRMZM2G089630,2.198
GRMZM2G092749,2.198
AC203777.3_FG004,2.198
GRMZM2G352234,2.198
GRMZM2G167594,2.198
GRMZM2G418294,2.197
GRMZM2G054224,2.197
GRMZM2G039280,2.197
GRMZM2G143046,2.197
GRMZM2G052483,2.197
GRMZM5G871126,2.196
GRMZM2G063603,2.196
GRMZM2G058155,2.196
GRMZM2G134982,2.196
GRMZM2G306348,2.195
GRMZM2G166767,2.195
GRMZM2G172101,2.194
GRMZM2G128057,2.193
GRMZM2G148896,2.193
GRMZM2G152421,2.193
GRMZM2G056645,2.193
GRMZM2G039532,2.193
GRMZM2G029186,2.192
GRMZM2G021303,2.191
GRMZM2G126517,2.191
GRMZM2G046355,2.191
GRMZM2G152438,2.191
GRMZM2G071790,2.191
GRMZM2G027857,2.190
GRMZM2G038588,2.190
AC226373.2_FG010,2.189
GRMZM2G158676,2.189
GRMZM2G323838,2.189
GRMZM2G094081,2.189
AC219061.2_FG007,2.189
GRMZM2G468855,2.189
GRMZM2G092008,2.188
AC235543.1_FG002,2.188
GRMZM2G027307,2.188
GRMZM2G031827,2.188
GRMZM2G079538,2.188
GRMZM5G834205,2.187
GRMZM2G441768,2.187
GRMZM5G806695,2.187
GRMZM2G032214,2.187
GRMZM2G063192,2.186
GRMZM2G371210,2.186
GRMZM5G812923,2.186
GRMZM5G849959,2.186
GRMZM2G478370,2.186
GRMZM2G053394,2.186
GRMZM2G014653,2.186
GRMZM2G058970,2.185
GRMZM2G029546,2.185
GRMZM2G068024,2.185
GRMZM2G091168,2.185
GRMZM2G340955,2.185
GRMZM2G124276,2.184
GRMZM2G171998,2.184
GRMZM2G133716,2.184
GRMZM2G089491,2.183
GRMZM2G115424,2.183
AC207652.3_FG001,2.183
GRMZM2G116151,2.183
GRMZM2G083068,2.183
GRMZM2G126292,2.182
AC195874.2_FG002,2.182
GRMZM2G042133,2.182
AC233979.1_FG006,2.182
GRMZM5G813909,2.181
GRMZM2G173805,2.181
GRMZM2G072690,2.181
GRMZM2G057865,2.181
GRMZM2G150471,2.180
GRMZM2G450920,2.179
GRMZM2G165535,2.179
GRMZM2G085042,2.179
GRMZM2G081429,2.179
GRMZM2G110834,2.179
GRMZM2G319167,2.177
GRMZM2G122543,2.177
GRMZM2G432167,2.177
GRMZM2G022088,2.176
GRMZM2G141214,2.175
GRMZM2G315127,2.175
GRMZM2G042398,2.174
GRMZM2G456471,2.174
GRMZM2G093119,2.174
GRMZM2G057113,2.174
GRMZM2G095634,2.174
GRMZM2G067476,2.174
GRMZM2G031308,2.174
GRMZM2G057646,2.173
GRMZM2G382104,2.173
GRMZM5G889321,2.173
GRMZM2G395736,2.173
GRMZM2G160842,2.173
GRMZM2G100448,2.172
GRMZM2G077596,2.172
GRMZM5G803404,2.172
GRMZM2G327263,2.172
AC149810.2_FG003,2.171
GRMZM2G117060,2.171
AC190685.3_FG005,2.170
GRMZM2G480620,2.170
GRMZM2G135743,2.170
AC210169.3_FG002,2.170
GRMZM2G160046,2.170
GRMZM2G178079,2.169
GRMZM2G103135,2.169
GRMZM2G099056,2.169
GRMZM2G309380,2.169
GRMZM5G839812,2.167
GRMZM2G017739,2.167
GRMZM2G126665,2.167
GRMZM2G072682,2.167
GRMZM2G146819,2.166
GRMZM5G869246,2.166
GRMZM2G075008,2.165
GRMZM2G301904,2.165
GRMZM2G050649,2.165
GRMZM5G855311,2.165
GRMZM2G016894,2.164
GRMZM2G054046,2.164
GRMZM2G178038,2.163
GRMZM2G067306,2.163
GRMZM2G108741,2.163
GRMZM2G334165,2.163
GRMZM2G162699,2.162
GRMZM2G071986,2.162
GRMZM2G011608,2.161
GRMZM5G830329,2.161
GRMZM2G103281,2.161
GRMZM2G043279,2.160
GRMZM2G087495,2.160
GRMZM2G371316,2.160
GRMZM2G475948,2.159
GRMZM6G257110,2.158
GRMZM2G139710,2.158
GRMZM5G897473,2.158
GRMZM2G158447,2.158
GRMZM2G327042,2.158
GRMZM2G124209,2.158
GRMZM2G060712,2.158
GRMZM2G142779,2.157
GRMZM2G046058,2.157
GRMZM2G124715,2.157
AC213521.3_FG005,2.156
GRMZM2G360589,2.156
GRMZM2G099615,2.155
GRMZM2G099909,2.155
GRMZM2G346639,2.155
GRMZM2G042741,2.154
GRMZM2G048210,2.154
GRMZM2G040702,2.153
GRMZM2G027860,2.153
GRMZM2G017421,2.153
GRMZM5G897976,2.153
GRMZM2G131120,2.152
GRMZM2G048987,2.152
GRMZM6G274034,2.152
GRMZM2G040828,2.151
GRMZM2G414002,2.151
GRMZM2G006493,2.151
GRMZM2G129065,2.151
GRMZM2G315176,2.150
GRMZM2G479586,2.150
GRMZM2G096363,2.149
GRMZM2G336678,2.149
GRMZM2G145201,2.149
GRMZM2G004856,2.147
AC212570.3_FG006,2.147
GRMZM2G149932,2.147
GRMZM2G141273,2.147
GRMZM2G035477,2.146
GRMZM2G028914,2.145
GRMZM2G066120,2.145
GRMZM2G082853,2.145
GRMZM2G109425,2.145
GRMZM2G434462,2.145
GRMZM2G166963,2.145
GRMZM2G120175,2.144
GRMZM2G138698,2.144
GRMZM2G174137,2.144
GRMZM2G110131,2.144
GRMZM2G063144,2.144
AC219006.2_FG007,2.143
GRMZM2G390076,2.143
GRMZM2G336858,2.143
GRMZM2G072462,2.143
GRMZM2G091583,2.143
GRMZM2G007103,2.143
GRMZM2G059129,2.143
GRMZM2G159926,2.143
GRMZM2G022107,2.142
GRMZM2G175510,2.142
GRMZM2G393146,2.142
GRMZM2G135599,2.141
GRMZM2G421604,2.141
GRMZM2G700200,2.141
GRMZM2G058120,2.141
GRMZM2G035594,2.140
GRMZM2G091581,2.140
GRMZM2G023081,2.140
GRMZM2G458122,2.140
GRMZM2G374203,2.140
GRMZM2G178924,2.140
GRMZM2G030341,2.139
GRMZM2G036596,2.139
GRMZM2G093557,2.139
GRMZM2G171435,2.139
GRMZM2G081848,2.139
AC209242.3_FG003,2.139
GRMZM2G410782,2.138
GRMZM2G119933,2.138
GRMZM2G051179,2.138
GRMZM2G111201,2.137
GRMZM2G095126,2.137
GRMZM2G018926,2.137
GRMZM2G131177,2.136
GRMZM2G067176,2.136
GRMZM2G154839,2.136
GRMZM5G857944,2.135
GRMZM2G171662,2.135
GRMZM2G136665,2.134
GRMZM2G059893,2.133
GRMZM5G842645,2.133
GRMZM2G046888,2.133
GRMZM6G724181,2.132
GRMZM2G078954,2.132
GRMZM2G309933,2.132
GRMZM2G089086,2.132
GRMZM2G042889,2.131
GRMZM2G047347,2.131
GRMZM2G029859,2.131
GRMZM2G074114,2.131
GRMZM2G058484,2.130
GRMZM2G078297,2.130
GRMZM2G052630,2.130
GRMZM2G005680,2.130
GRMZM2G086052,2.130
GRMZM2G477632,2.130
GRMZM2G429113,2.129
GRMZM2G068277,2.129
GRMZM2G170313,2.129
GRMZM2G403915,2.129
GRMZM2G047321,2.129
GRMZM5G854036,2.129
GRMZM2G044348,2.128
GRMZM2G152432,2.128
GRMZM2G088212,2.128
GRMZM2G078360,2.128
GRMZM2G010941,2.128
AC234522.1_FG009,2.128
GRMZM5G808624,2.127
GRMZM2G173416,2.127
GRMZM2G408359,2.126
GRMZM2G363801,2.126
GRMZM2G064145,2.126
GRMZM5G828460,2.126
GRMZM2G032367,2.126
GRMZM2G149238,2.125
GRMZM2G074454,2.125
GRMZM2G061672,2.125
GRMZM2G007477,2.124
GRMZM2G028905,2.124
GRMZM2G156818,2.124
GRMZM2G060045,2.124
GRMZM2G121208,2.124
GRMZM2G138920,2.124
GRMZM2G011559,2.123
GRMZM2G056099,2.123
GRMZM2G175818,2.123
GRMZM2G026969,2.123
GRMZM2G367355,2.122
GRMZM2G037595,2.122
GRMZM2G441548,2.122
GRMZM2G015869,2.122
GRMZM5G836378,2.122
GRMZM2G005199,2.121
GRMZM2G347767,2.121
GRMZM2G164542,2.121
GRMZM6G188781,2.120
GRMZM2G360873,2.120
GRMZM2G060886,2.120
GRMZM5G898668,2.120
GRMZM2G700291,2.119
GRMZM2G008665,2.117
GRMZM2G129457,2.117
