GeneID,1H,4H,6H,24H
AC148152.3_FG008,0,0,-0.781981888,0
AC148167.6_FG001,0,-0.588429935,-0.851868743,-0.607158351
AC149475.2_FG003,0,0,0.600056932,0.616810448
AC149810.2_FG008,-0.989367886,0,0,-0.755292214
AC149828.2_FG002,0,0,0.890341724,0.737310117
AC149829.2_FG006,1.613675242,1.124031383,1.112741117,1.321232768
AC155376.2_FG004,3.16468133,6.237546016,6.320328418,5.853819742
AC155376.2_FG005,0,2.733003495,2.30109178,2.505998074
AC155434.2_FG001,0,2.988887142,3.625870537,2.966366634
AC155434.2_FG005,-1.234260273,0,0,0
AC166636.1_FG007,1.711340418,-1.395665659,-1.465371044,-2.649830797
AC166636.1_FG008,1.099123015,3.271821541,3.636397571,3.025167299
AC177897.2_FG002,0,0,2.593720337,3.759817181
AC177908.3_FG002,0,0,1.036911416,1.148851533
AC177922.2_FG002,-1.973024355,-2.302957099,-2.328975098,-2.05712269
AC177924.2_FG003,0,-1.158680181,-1.156930672,-1.961798709
AC177946.2_FG004,4.576633536,4.306734325,3.776648325,3.917840947
AC182838.3_FG006,0,0,-1.307762054,-1.594038376
AC183319.3_FG001,0,-1.348221617,-1.681807792,-2.315059455
AC185300.4_FG002,1.450282527,1.254410065,1.324354648,0.832924241
AC185588.2_FG002,-1.145024987,-1.988504962,-1.377007165,-4.102474326
AC185656.3_FG002,0,0,0,0
AC186231.4_FG002,0,0,0,0
AC186603.6_FG003,-1.63790322,-1.469797415,-2.291909685,-1.075386526
AC187157.4_FG005,0,0,-0.960718141,-1.094296189
AC187263.4_FG001,-0.775179261,-1.1939789,-1.186458959,-0.663611389
AC187782.4_FG009,0,0,0,0
AC188296.3_FG004,-1.09606757,-2.76087247,-1.94532766,-1.373866991
AC189879.3_FG003,1.413678324,0.798478768,0,0
AC190609.3_FG002,0,0.626476283,0.79745019,0
AC190623.3_FG001,0,-0.93845074,-1.381602737,-1.787935465
AC190788.2_FG005,0,-1.658661426,-1.380396545,0
AC190885.4_FG006,2.036130493,0,0,0
AC191009.3_FG004,0,1.730269244,1.837695309,1.835013779
AC191421.3_FG001,0,-1.871167156,-1.69165826,-2.63962525
AC191551.3_FG003,0,2.422014657,2.659556407,3.881265011
AC191575.2_FG001,0,0,1.933303973,0
AC192244.3_FG007,0,0,0,0.792093675
AC193353.3_FG002,-2.19193488,-2.494102787,-2.538759178,-2.138164171
AC193379.3_FG001,0,0.932860895,0.971401434,1.796773485
AC193402.3_FG004,-1.179523604,-1.696233445,-1.227751613,-1.448815547
AC193632.2_FG002,2.290864492,2.220381966,2.288354569,1.913104263
AC194022.3_FG013,-0.693959898,-1.801984647,-1.765810085,-2.095687234
AC194362.3_FG003,0,0,0,0
AC194485.3_FG002,-1.199166687,-2.970958706,-1.513282052,0
AC194878.3_FG001,0,-1.103210159,-1.174106426,-0.925962073
AC194914.3_FG002,0.900034453,0.994668142,0,0.910607639
AC194937.3_FG004,-1.086018768,-2.670286093,-2.437144818,-2.352919878
AC194965.4_FG001,0,0,0,-0.790581991
AC194970.5_FG001,0,-1.033970008,-1.508279901,-1.753910111
AC194970.5_FG002,2.410513163,1.736842242,1.608248042,0
AC194970.5_FG005,0.832492563,0,0.586303177,0
AC195135.3_FG002,0,0,0,0
AC195154.3_FG004,-0.619210221,0,-0.848153444,0
AC195172.3_FG001,-0.663331571,-0.667826243,-1.002799118,0
AC195331.3_FG008,0,0,1.384176111,0
AC195351.3_FG003,-1.570724224,-1.636200405,-1.114543105,-1.19480884
AC195954.3_FG001,-2.156885584,-3.13827527,-3.193666333,-3.082436199
AC196043.3_FG005,-1.242334926,-1.995039693,-1.217588147,-0.99103658
AC196059.3_FG003,0,-0.655752242,-0.949128663,-0.720752167
AC196110.4_FG004,3.546911963,7.09858127,6.852267556,7.233214852
AC196158.3_FG002,-1.764481752,-3.377566651,-2.4170705,-2.867732762
AC196475.3_FG004,1.685983549,1.613275641,1.308629935,1.237335652
AC196475.3_FG005,1.039418959,0,0.626227146,0.890769209
AC196726.2_FG001,0,0,0,0
AC197047.3_FG001,-1.82659206,-1.146864636,-1.938048663,-1.895120731
AC197246.3_FG001,2.234198127,1.144089494,1.095587289,1.413818038
AC197246.3_FG003,0,0,0.722784604,0
AC197267.3_FG001,0,0,0,0
AC197387.3_FG004,-1.15449453,-1.682210295,-1.828693325,-1.550592789
AC197705.4_FG003,1.480770117,2.174483589,1.466793574,1.718039314
AC197705.4_FG011,0,-0.94986183,-1.187974256,-0.84175982
AC197758.3_FG004,0,0,0,3.246625568
AC197764.4_FG003,4.359538775,5.366118742,5.426599551,4.365825275
AC198361.3_FG004,0,0,0,-0.701772974
AC198382.3_FG001,-1.987167139,-1.775957749,-2.579885448,-2.631125477
AC198699.3_FG004,-1.111699962,-1.12974186,-1.501114307,-1.356666839
AC198725.4_FG004,3.601188959,2.325127959,0,0
AC198725.4_FG009,4.337858807,6.067483096,6.180967669,6.021533267
AC199068.2_FG017,0,-1.259621646,-1.975823088,-1.43736562
AC199315.4_FG001,0,1.725911497,1.727468336,0.991132112
AC199526.5_FG002,3.32616817,3.604279498,3.277132031,2.554651488
AC199541.4_FG001,0.834764906,0,0,0
AC199765.4_FG008,2.027346018,2.190976561,2.276715183,3.044663896
AC199782.5_FG001,0,0.679435401,0.868057224,0.748275699
AC199782.5_FG002,0,0.624661563,0.790517059,0.688857897
AC200099.4_FG003,0,0,0,0
AC200099.4_FG006,0,-1.20999255,-1.468319573,-1.243087437
AC200298.4_FG001,0,-1.427807552,-1.649221379,-1.594998194
AC202435.3_FG001,3.629936331,4.001658116,3.826812893,2.814045191
AC202439.3_FG001,0,-0.972082338,-1.592096192,-1.560528874
AC202439.3_FG006,0.780769305,0.726625293,0.823992244,0.940652526
AC202549.3_FG008,-1.043738395,-1.55427883,-1.993057068,-1.689758819
AC202915.3_FG002,0.83569708,1.119300838,0.855223324,0
AC203535.4_FG004,0,-0.574941072,-1.144554829,-1.22225524
AC203570.4_FG005,0,0,0,-1.053246787
AC203571.3_FG001,2.62984526,1.945172352,1.915265446,1.864664023
AC203841.3_FG009,0,0,1.001180861,1.078889128
AC203865.3_FG001,-0.930132448,-1.378152294,-0.955022441,-1.507378242
AC203909.3_FG003,0,2.052347175,1.878829076,1.405361233
AC203957.3_FG004,0,-0.655911389,-0.996778924,-1.51167627
AC203966.5_FG005,-1.182167127,-1.528644761,-1.617491576,-1.901461673
AC203986.3_FG013,-0.924654817,-1.69936483,-2.067234385,-2.484823329
AC203989.4_FG001,2.006712325,0,0.97913152,0
AC204212.4_FG001,0,-1.15011181,-2.294345171,-1.761794331
AC204359.3_FG005,1.996026481,2.198000063,2.271438084,2.269470305
AC204539.4_FG002,0,0,0,-1.558528733
AC205033.4_FG004,-1.203916233,-1.18304107,-3.026285217,-1.16772158
AC205077.3_FG003,0,-1.234208399,-1.129097753,-1.299566426
AC205122.4_FG003,0,-0.736173633,-0.786319459,0
AC205175.3_FG002,-2.178430308,-2.690022553,-2.64286621,-2.070099752
AC205326.3_FG002,0,0,0,1.060802959
AC205362.4_FG002,-0.693015404,-1.719623911,-1.677817575,-1.23782451
AC205376.4_FG003,-1.130868277,-1.191467538,-1.114178155,-1.370178163
AC205419.3_FG001,0,0,0,1.387895671
AC205471.4_FG003,0,2.576293296,2.936772736,2.230233536
AC205471.4_FG007,3.943832299,2.428425412,3.243691091,4.067647038
AC205574.3_FG006,0,0,-1.345190078,-2.039618141
AC205608.4_FG004,-1.232930422,-1.833506412,-1.224899513,-1.215272855
AC205703.4_FG002,1.126136126,0,0,0
AC205703.4_FG010,0.952912518,0,0,0.530159504
AC205886.3_FG001,-1.404963302,-1.883834434,-2.2093494,-1.789285121
AC205968.3_FG001,-1.991464744,-2.754717348,-3.10238489,0
AC205982.3_FG014,0,0,-0.749933034,-0.967813907
AC206165.3_FG009,0,0,0,0
AC206165.3_FG019,-1.46464091,-2.759245268,-1.828584948,-1.169006565
AC206198.3_FG001,-1.954174039,-2.187854857,-2.536399279,-2.610464236
AC206901.3_FG005,2.579610843,4.415813979,3.909356778,2.829341938
AC207043.3_FG002,3.277063484,4.158346256,4.182791781,3.379866655
AC207260.3_FG003,0,0,-1.223501038,0
AC207342.3_FG007,0,1.020467876,0.878005109,0.933565049
AC207342.3_FG008,2.584850873,2.01625881,1.117996455,1.142630817
AC207628.4_FG009,0.855242514,0,-0.717845567,-0.729753824
AC207628.4_FG010,0,0,1.623064183,1.970133492
AC207656.3_FG002,0,0,-0.843323389,-0.979115906
AC207890.3_FG002,0.8381482,0.823628904,1.040712229,0.916408681
AC208023.3_FG001,0.616258517,1.05313741,1.151531112,0.633873451
AC208110.2_FG006,-1.747517726,-2.550525814,-2.512245067,-2.575601448
AC208110.2_FG007,0,0,-2.597762388,0
AC208201.3_FG001,0,0.841271489,0.849226889,0.572103908
AC208201.3_FG002,1.173087397,1.057292982,0.648944656,1.155040002
AC208204.3_FG006,0,0.702054404,0.669012299,0
AC208341.4_FG005,0,0,-0.598974354,-0.906255906
AC208571.4_FG001,0,-0.572291722,-0.777035869,-0.632223498
AC208897.3_FG004,2.585619001,2.270212032,2.458429479,2.181881328
AC209050.3_FG003,6.882922804,5.885062914,5.24209338,4.236087819
AC209206.3_FG011,0,-1.090737527,-1.150672991,-1.032432603
AC209208.3_FG001,0,0.871136051,0.94513401,0.845152823
AC209208.3_FG002,0,0.883020419,0.696584278,1.436547528
AC209242.3_FG003,0,0,0,0.904841565
AC209257.4_FG008,2.295042845,1.357799722,0,0
AC209374.4_FG002,0,1.654717252,1.830906332,0.91345629
AC209460.3_FG002,0,0.92650622,0.879102028,1.151638162
AC209780.2_FG003,0,-3.268309978,-2.428053875,-1.824515874
AC209784.3_FG007,3.291121459,4.906832752,4.772059227,4.011601713
AC209835.4_FG004,0,-1.245660708,-1.243426583,-1.415439967
AC209858.4_FG002,0,0,0.794100113,0
AC209898.2_FG004,1.598494355,2.155223259,2.158959729,1.398619584
AC209987.4_FG010,4.290674562,3.20550044,2.929697904,3.276278382
AC210003.2_FG015,0,-1.39875897,-1.593230232,-2.683646154
AC210013.4_FG009,0,-0.891704056,-0.835233863,0
AC210013.4_FG012,1.625354296,1.974447888,1.769857081,1.710062869
AC210013.4_FG013,0,0,0,-1.40859943
AC210013.4_FG014,-0.616403759,-0.709044518,-0.563158448,-1.034590536
AC210013.4_FG016,0,-0.775274719,-0.763280942,-1.276282941
AC210013.4_FG018,0.90235274,0,0,-0.627440509
AC210027.3_FG003,0,0,0,0
AC210163.3_FG005,0,0,0,0
AC210173.4_FG002,1.283440539,1.976454157,1.924760982,2.148913121
AC210173.4_FG005,0,0,0.909490609,2.089152306
AC210204.3_FG002,2.408145394,1.797698875,1.805537726,1.445324325
AC210669.3_FG001,3.843263826,0,0,1.992644374
AC210816.3_FG006,0,0,-1.249692677,0
AC211276.4_FG008,1.493351465,0,0,0
AC211327.4_FG005,0,0,0,-0.905884276
AC211394.4_FG004,0,0,0.663716738,1.145637585
AC212023.4_FG004,-0.769659451,-1.416556618,-2.602577491,-3.18715278
AC212068.4_FG005,0,0.743547288,0.772670929,0.875379664
AC212186.3_FG011,0,0,0,-1.894219805
AC212219.3_FG005,3.678567648,4.087643617,3.873794217,3.314888245
AC212351.4_FG001,-1.108003378,-2.232390454,-1.402160188,-1.083737277
AC212835.3_FG008,0,0,0,4.352334352
AC212859.3_FG008,0,0,-0.897912228,-1.270598505
AC213521.3_FG005,2.074524059,2.369347069,2.281774733,1.591174251
AC213600.3_FG002,0,0.880405562,0.953985325,0.798990218
AC213612.3_FG001,-1.05909321,0,0,0.741050589
AC213654.3_FG001,0,-0.673655873,-0.602114749,-0.634605848
AC214360.3_FG001,2.983241911,4.109898025,4.369132032,4.292488428
AC214448.3_FG007,1.022856699,0.727956473,0.83383558,0.754812044
AC214635.3_FG006,3.315522063,3.202391399,4.451142029,4.878873142
AC214640.3_FG003,0,0.742236306,0,0
AC214790.3_FG001,-2.274141936,-4.177985472,-2.080544052,-2.457294179
AC215181.3_FG004,-1.28650617,-1.726297872,-1.872765036,-2.584997487
AC215260.3_FG001,1.170735324,1.974051346,1.707320662,1.394048829
AC215260.3_FG003,0,-0.690555708,-1.390900972,-1.673457663
AC215690.3_FG002,0.979948207,1.453208772,1.683097011,1.669818772
AC216353.2_FG005,0,-0.649984435,-1.09901871,-1.205578347
AC217050.4_FG001,0.61414588,0,-0.602426931,-0.71182839
AC217050.4_FG006,0.805592089,0.728537833,0.922085574,0.925474835
AC217050.4_FG007,1.126066911,1.049352315,0.843212451,1.124648795
AC217241.3_FG004,0,0,0,0
AC217300.3_FG005,0,0,-0.883963129,-1.350417943
AC217401.3_FG002,1.295282846,0.992621574,1.117523697,1.433051372
AC217401.3_FG003,0,0,0.540463356,0.99852198
AC217499.3_FG003,0,-0.613928048,-1.160486408,-1.609061518
AC217665.3_FG005,0.925430442,0,0,0
AC217811.3_FG003,1.474771066,2.172054584,2.139267541,2.619798208
AC217947.4_FG002,4.961013894,5.406561922,5.035977949,4.322107652
AC217965.2_FG012,0,0,0,-0.99214484
AC217975.3_FG001,-1.466994335,-1.17750452,-1.064651092,-1.212706904
AC218035.3_FG001,1.634448277,0,0,0
AC218035.3_FG004,1.630867038,0,0,0
AC218900.3_FG001,1.1466972,0,0.787660292,0
AC218998.2_FG007,0,0,-0.686928476,-0.793967863
AC219006.2_FG006,-1.730045317,-1.141976068,-1.627215042,-2.110200795
AC219190.3_FG002,0,0,-2.288580702,-1.849741959
AC225193.3_FG003,0,-0.641568983,-0.946474548,0
AC225193.3_FG004,0,0,-1.056472658,-0.998769297
AC225205.3_FG003,0,-0.706469167,-1.139422168,-1.624558482
AC225363.3_FG004,-0.903078607,-0.984675604,-1.743119489,-1.12359645
AC225718.2_FG006,3.735311602,3.734994391,3.497830872,3.43369467
AC226230.2_FG001,-0.993456348,-0.671031315,0,0
AC226248.1_FG002,0,1.099072157,0.867589807,0.921428394
AC226736.2_FG002,-1.922025178,-4.212274733,-2.241320378,0
AC230011.2_FG002,-1.342314854,-1.358868332,-1.349635507,-1.285734292
AC230013.2_FG007,0,0,0,-0.683574553
AC233785.2_FG007,0,0,0,0
AC233851.1_FG008,4.550840115,3.036919995,3.508200278,3.274617473
AC233853.1_FG003,2.411621813,3.2789563,3.377042874,2.381432859
AC233866.1_FG006,0,0.653463643,0.774865728,0
AC233870.1_FG004,-1.023557057,-0.999293873,-1.084525398,-1.072320225
AC233878.1_FG004,0,1.02770159,1.604178064,1.906405634
AC233885.1_FG001,0,0,0,-0.924653333
AC233887.1_FG006,1.52625663,0,0,0
AC233888.1_FG001,0,-1.733580548,-1.774657363,-3.845565343
AC233888.1_FG002,0,-1.479870602,-1.874304849,-2.140516691
AC233892.1_FG001,0,0,1.193460718,1.232994303
AC233893.1_FG003,3.605070409,1.627523648,1.037636017,0
AC233899.1_FG005,3.171089297,2.243622647,2.048670111,1.857564783
AC233901.1_FG005,2.173215001,2.479579303,2.221195217,2.313565913
AC233910.1_FG003,0,0,5.627401561,7.24180131
AC233914.1_FG001,0,0,-0.762407685,-0.575237931
AC233935.1_FG005,0,0,-0.957466253,-0.902649411
AC233936.1_FG003,-1.400092652,0,-1.952371884,-2.499422964
AC233939.1_FG004,0,-1.372552246,0,0
AC233949.1_FG004,1.011745779,1.438051251,1.686413651,1.476599961
AC233952.1_FG008,-2.326484504,-2.162137793,-1.333735133,-1.26942239
AC233953.1_FG005,-1.077813224,-0.757847152,-1.049016094,-1.003810329
AC233960.1_FG003,0,0,-0.676152678,-1.327955929
AC234152.1_FG002,0,1.410468583,1.140265417,0
AC234154.1_FG007,0,0,0.623460687,0.751148003
AC234155.1_FG002,-1.420636987,-0.783242404,-1.122111938,-1.648073674
AC234157.1_FG002,0,-0.532715371,-0.790913036,-1.052142432
AC234159.1_FG002,0,-1.035106788,-0.779318784,-0.80506396
AC234160.1_FG003,-0.897603393,-0.928382014,-1.215504188,-1.10332193
AC234185.1_FG004,1.255610249,0.614088604,1.180259128,1.379591252
AC234203.1_FG004,0,0.809211703,1.006247349,1.324652256
AC234203.1_FG010,1.565619175,0,0,0
AC234515.1_FG003,0.887042544,0.576858662,0,0
AC234520.1_FG003,0,-0.771092808,-0.966275507,-1.291628849
AC234522.1_FG005,0,-0.792349202,-1.120810616,-1.291768633
AC234526.1_FG005,2.381395737,2.622644843,2.608587473,2.397928249
AC234575.1_FG003,0,-1.471583822,-2.395355706,-2.199606621
AC235543.1_FG003,0,-1.251633146,-0.973682648,-1.21122045
AC235544.1_FG004,0,1.297953248,1.332058025,1.32737043
AC235546.1_FG001,1.136575672,1.089937241,0.865259746,1.06252948
AC235547.1_FG005,2.729178836,2.737468564,2.769409599,2.831607285
AY542798.1_FG003,0,0,0,0.73684695
EF517601.1_FG012,0,0,0.792987172,0
EF517601.1_FG025,0,-1.211028778,-1.37709093,-1.874898359
GRMZM2G000014,0,0,0.72539162,1.145929266
GRMZM2G000052,1.048821507,1.121845044,1.154004067,1.21803975
GRMZM2G000209,-0.811713845,-1.686040248,-1.493941345,-0.906455189
GRMZM2G000219,1.101182745,3.002918716,2.77041551,2.247129521
GRMZM2G000236,1.429503001,2.417469675,3.602176186,2.844051141
GRMZM2G000264,-0.783424181,-1.338658808,-1.594672444,-1.603534118
GRMZM2G000268,-1.372479162,-1.812025867,-1.529681488,-1.758689508
GRMZM2G000278,0,0.998686009,1.160725031,1.231763329
GRMZM2G000288,0,-0.792313505,-1.315694194,-0.806114172
GRMZM2G000326,0,2.941671482,4.33615144,8.016900551
GRMZM2G000393,0,0,0.732264373,0.523136603
GRMZM2G000451,0,0,-0.810639316,-0.979051012
GRMZM2G000453,2.207890049,1.35354651,0,0
GRMZM2G000531,0,1.071699856,1.400110939,1.485992644
GRMZM2G000593,-0.679790116,-0.956253016,-1.096397032,-1.362879412
GRMZM2G000615,0.650436799,0,0.59352346,0.681500285
GRMZM2G000623,0,0,-1.062211296,0
GRMZM2G000633,-1.407304965,-1.141113768,-1.367397673,0
GRMZM2G000739,1.877950805,1.307390722,1.318557576,1.142171925
GRMZM2G000741,-1.30954462,-1.096569697,-1.090381111,-1.162801922
GRMZM2G000775,-1.736664776,-2.764584013,-2.319627519,-2.713639272
GRMZM2G000777,0,1.113301063,1.132050518,1.096840713
GRMZM2G000812,2.229616347,1.065446308,0.983290826,1.892791594
GRMZM2G000818,0,-0.53164102,-0.80533684,-0.955171631
GRMZM2G000836,2.911937129,2.340987127,2.532399164,2.855232077
GRMZM2G000973,0,-0.642717629,-1.034050779,-0.661166979
GRMZM2G001033,1.497398947,1.332822032,1.461554441,1.288997565
GRMZM2G001200,1.825517094,2.314136331,2.599689149,1.461270293
GRMZM2G001247,1.551598179,0.823303464,0,0
GRMZM2G001265,0,0,0.71546264,0.557661511
GRMZM2G001297,0,0.906273583,1.146442614,1.536868349
GRMZM2G001304,0,-1.47115813,-2.511105593,-1.543508745
GRMZM2G001327,0,0,0.706974842,0
GRMZM2G001421,0,-0.678375831,-1.382345661,-1.735264088
GRMZM2G001426,0,2.737703502,2.617490028,2.293398781
GRMZM2G001457,0,-1.073104339,-1.231997258,-1.039617815
GRMZM2G001508,0,1.413504286,1.171354097,4.319535301
GRMZM2G001514,3.766682905,3.525525779,3.038698831,2.507384643
GRMZM2G001645,1.845153821,1.918124278,1.975868677,1.411030621
GRMZM2G001653,0,-1.119475229,-1.53971424,-2.390712441
GRMZM2G001660,0,-1.517371833,-1.237973775,-1.525110054
GRMZM2G001663,-0.726343503,-1.233012014,-1.108393476,-0.805591222
GRMZM2G001676,-1.118389748,0,0,0
GRMZM2G001724,0,0,-0.657350361,-1.1364886
GRMZM2G001799,1.619643886,0,-1.291601001,0
GRMZM2G001805,0,0,-0.54027711,-0.87275795
GRMZM2G001816,0,0,0.665849461,0
GRMZM2G001889,-1.108289656,-1.288957304,-1.09464935,-0.864576108
GRMZM2G001898,0,0,0.859823525,1.022041137
GRMZM2G001904,-0.878912072,-0.774663688,-0.693780796,-0.86122908
GRMZM2G001915,3.138062864,1.887402434,2.034265565,1.866785624
GRMZM2G001930,2.554436769,2.502595901,2.337193952,1.543031698
GRMZM2G001956,0,0,0,-0.961902547
GRMZM2G001973,1.235528869,1.481824955,1.532869395,1.031983871
GRMZM2G001991,1.411271365,0,1.610423202,1.884019805
GRMZM2G002023,0,0,-0.726034628,-0.886334385
GRMZM2G002075,-0.73839901,-1.018340253,-1.04863777,-1.174041533
GRMZM2G002104,0,-1.867789117,-1.908769362,-2.463729172
GRMZM2G002124,1.03271078,1.111982799,1.484554998,1.470919502
GRMZM2G002128,0,-0.876088835,-1.309154216,-1.146228312
GRMZM2G002131,1.545099586,1.426746073,1.995307239,2.116251166
GRMZM2G002165,0,0,-0.710131144,-0.671731638
GRMZM2G002178,2.610902442,6.13936925,6.152426316,5.292707828
GRMZM2G002286,-1.714683757,-0.713914065,-0.925167847,-0.971047908
GRMZM2G002396,-1.323947232,-2.735066584,-2.038579948,-1.134936471
GRMZM2G002416,0,0.782453937,0.818875444,0.950720671
GRMZM2G002440,0,0.793456322,0.724952261,0.765114553
GRMZM2G002559,2.181707563,0,0,0
GRMZM2G002578,0,-0.924204815,-1.008907278,-1.531516059
GRMZM2G002687,0,0,0.712270961,0.576215737
GRMZM2G002754,0,-0.667276533,-0.894896892,-0.892906001
GRMZM2G002756,-0.591276993,-0.790480059,-0.93914477,-1.323827217
GRMZM2G002786,0,0.527473381,0.800879526,0.699025891
GRMZM2G002828,0,0,0.690497346,0.662861374
GRMZM2G002879,-0.74242838,-0.889473463,-0.864082334,-0.691630468
GRMZM2G002915,0,1.754581337,1.15327956,0
GRMZM2G002959,0,0,0,0.778784099
GRMZM2G003002,-0.918151488,-0.92929219,-0.867883361,0
GRMZM2G003022,0,0.966536273,1.081174991,1.104488284
GRMZM2G003033,0,-0.520025529,-0.939329164,-0.702477826
GRMZM2G003096,0,0,-0.67223682,-0.949693379
GRMZM2G003138,2.174400288,0,0,0
GRMZM2G003179,0,-1.057032467,-0.933042864,-1.936327815
GRMZM2G003246,0,0,-0.813229346,-1.330528989
GRMZM2G003252,1.140050792,2.620358073,2.455226913,2.029227497
GRMZM2G003289,-1.194189809,-1.268382746,-1.286096449,-2.057562353
GRMZM2G003306,0,-0.617422108,-0.860906957,-0.751722849
GRMZM2G003331,2.040028062,1.993586911,2.471400165,2.128478626
GRMZM2G003384,0.603669921,0.645945155,0.660686877,0
GRMZM2G003385,0,0,0.685888904,0.770665361
GRMZM2G003411,1.479745417,1.605696845,1.579185985,2.110501344
GRMZM2G003426,-0.855959067,-1.110821092,-2.201301869,-2.797303282
GRMZM2G003501,2.33837318,0,0,0
GRMZM2G003506,1.327184417,1.120283634,1.244142187,1.490156985
GRMZM2G003526,2.387701749,1.819239141,2.019352425,0
GRMZM2G003563,0,1.323447391,0,1.060044426
GRMZM2G003565,-0.81625183,-1.177597448,-1.408964362,-1.285049273
GRMZM2G003625,-0.999007046,0,-1.213307813,0
GRMZM2G003642,0,0.755602243,1.067980404,1.549790508
GRMZM2G003656,-0.68196025,-0.55574946,-0.645125612,-0.677449799
GRMZM2G003711,-1.139594234,-1.623488259,-1.465687952,-1.436514888
GRMZM2G003715,2.9770541,3.102075113,3.032726483,2.858123749
GRMZM2G003720,0,-0.826461832,-1.080322297,0
GRMZM2G003750,-0.580966458,-1.064772955,-0.9377165,-1.214009707
GRMZM2G003762,0,-1.824791255,-2.160239038,-2.381162135
GRMZM2G003765,-0.795155542,-0.781873949,-0.849487827,-0.905558435
GRMZM2G003789,0,0.989350834,1.122343111,1.821906914
GRMZM2G003869,-0.594963114,-1.308798646,-1.315775246,-0.898257218
GRMZM2G003937,4.321734834,3.126607801,3.133165358,3.249029222
GRMZM2G003970,2.081602001,0.981688668,1.013531893,0.691310375
GRMZM2G003988,0.986864582,1.164229797,1.812491761,2.030074
GRMZM2G003992,0.900599559,0,0.659614353,0
GRMZM2G004006,0,-0.955735597,-1.236471852,-1.637786501
GRMZM2G004036,1.455887789,2.428569546,2.206283997,1.161670206
GRMZM2G004054,-2.102490119,-3.182028724,-2.739046152,-2.50104524
GRMZM2G004060,0,-1.037770806,-1.571619596,0
GRMZM2G004128,0,0,-0.765103378,-1.19709701
GRMZM2G004131,0,0,-0.639455351,-0.786371764
GRMZM2G004138,0,0.644768701,0.88873378,0.938476924
GRMZM2G004161,0,0,0,1.357196486
GRMZM2G004207,3.293829057,2.697216255,2.627756438,1.400444042
GRMZM2G004305,0,2.317142469,2.475595515,2.145741599
GRMZM2G004349,4.009596763,2.907216614,2.672989981,3.204974567
GRMZM2G004352,0,-0.9748817,-0.877289461,-1.165565187
GRMZM2G004356,0,-0.94766176,-1.112282899,-0.969035604
GRMZM2G004377,-1.062891747,-1.23161312,-0.821135916,0
GRMZM2G004396,0.930385942,0.773347918,0.728706428,0.71551694
GRMZM2G004397,0,0,0,0.715145898
GRMZM2G004414,0,-1.850129654,-1.791680563,-1.960473721
GRMZM2G004475,0,0.632508411,0.836907047,1.270268454
GRMZM2G004511,0,0,0,-0.699881497
GRMZM2G004516,-1.088427992,-0.915616965,-1.511551095,-2.135381652
GRMZM2G004523,-0.878852601,-1.509204264,-1.672883067,-1.305955166
GRMZM2G004528,0,0,-1.229320053,-1.720863498
GRMZM2G004548,0,-0.806363964,-0.979753287,-0.934771202
GRMZM2G004583,0,0,-0.81866799,-0.824833013
GRMZM2G004641,0.827448348,0.860079685,0.773602663,0
GRMZM2G004694,2.89069853,1.84532748,2.188143988,1.924835669
GRMZM2G004696,0,0,-0.659161072,-0.862979424
GRMZM2G004715,-1.129843879,-1.128306068,-1.400582301,-1.174182167
GRMZM2G004741,-0.698125304,-0.641277368,-0.606174047,-0.735589045
GRMZM2G004835,0.744328517,1.064640988,1.380128347,1.537498307
GRMZM2G004880,0,-0.502679361,-0.823406161,-0.940441577
GRMZM2G004932,0,0,0.62076405,0.66141802
GRMZM2G004990,0,1.896208525,0,0
GRMZM2G005040,-2.607584893,-3.133617862,-4.154964027,0
GRMZM2G005107,0,-0.561077508,-0.604698058,-0.688896835
GRMZM2G005146,-1.512140508,-1.882721072,-2.048254976,-2.186127346
GRMZM2G005155,0,-1.223327353,-1.279255443,-1.079551304
GRMZM2G005170,0,-1.013791622,-1.354437695,-1.157322751
GRMZM2G005207,0,1.540328875,0,2.002446673
GRMZM2G005209,0,0,0.81341062,0
GRMZM2G005233,-1.696956454,-1.839864227,-2.684362296,0
GRMZM2G005260,0,-0.80576139,-0.867231617,-1.38713246
GRMZM2G005304,0,0,0,0.708920747
GRMZM2G005339,0,0.87963666,0.881148407,1.165405162
GRMZM2G005347,-0.64834478,-0.911610243,-0.990972868,-0.931519108
GRMZM2G005419,-0.687699321,-0.854692099,-1.188117103,-1.335571406
GRMZM2G005433,0,0,-0.934417707,-1.033114171
GRMZM2G005444,0,1.202506734,1.112974496,0.967071795
GRMZM2G005483,1.611806972,0,0,0
GRMZM2G005493,-0.783447521,-0.670328154,0,0
GRMZM2G005522,1.692750285,1.750188542,1.742514758,1.307483256
GRMZM2G005552,0,0,-0.734605509,-0.887165023
GRMZM2G005562,0,0,0,-1.113978195
GRMZM2G005640,0,-0.933300439,-1.123745484,-1.00191298
GRMZM2G005652,0,0.839605685,1.008844843,1.053480744
GRMZM2G005732,0,-0.924781509,-1.66674438,-1.482446187
GRMZM2G005753,0,0.568021452,0.963462373,0.607094858
GRMZM2G005840,-1.352225327,-1.57660364,-2.34105202,-2.78500057
GRMZM2G005849,4.568549356,2.28412742,2.222542289,2.336055303
GRMZM2G005859,0,-0.963956559,-1.252456135,-1.540321413
GRMZM2G005938,-0.881033558,-0.873220552,-0.931577226,-0.834023193
GRMZM2G005939,2.859857501,0,0,0
