GeneID,ZmPep3
GRMZM2G449496,-2.553728413
GRMZM2G003246,-2.555453841
GRMZM2G154789,-2.566199851
GRMZM2G004060,-2.569687676
GRMZM2G417107,-2.58602194
GRMZM2G057374,-2.586265861
GRMZM2G098290,-2.602647975
GRMZM2G158328,-2.604122351
GRMZM2G032253,-2.623913374
AC210003.2_FG015,-2.63098179
GRMZM2G139852,-2.640321242
GRMZM2G013342,-2.641429308
GRMZM2G001696,-2.647579622
GRMZM2G056424,-2.652010685
GRMZM2G301150,-2.657902332
GRMZM2G150450,-2.674545506
GRMZM2G375448,-2.681256147
GRMZM2G321053,-2.712956813
GRMZM5G898274,-2.71370589
GRMZM2G047954,-2.733108126
GRMZM2G036880,-2.735147104
GRMZM5G885711,-2.769895007
GRMZM2G046284,-2.778728565
GRMZM2G155253,-2.788407687
GRMZM2G012276,-2.794954307
GRMZM2G408967,-2.797327685
GRMZM2G068179,-2.799169796
GRMZM2G085646,-2.855574307
GRMZM2G025882,-2.867409933
GRMZM2G476762,-2.876131463
GRMZM2G026024,-2.883284784
GRMZM2G410757,-2.8842227
GRMZM2G021256,-2.898339635
GRMZM5G832229,-2.945486666
GRMZM5G861547,-2.945761909
GRMZM2G048136,-2.966800709
GRMZM2G471517,-2.994795953
GRMZM2G125482,-3.009240155
GRMZM2G125314,-3.058785776
GRMZM2G436981,-3.075010898
GRMZM2G048313,-3.097019355
GRMZM2G046297,-3.1237495
GRMZM2G162200,-3.137330857
GRMZM5G883706,-3.170706199
GRMZM2G008263,-3.308375626
GRMZM2G377855,-3.309621913
GRMZM2G089574,-3.360495117
GRMZM2G351977,-3.370557048
GRMZM2G502606,-3.398082767
GRMZM2G138258,-3.402385011
GRMZM2G017290,-3.412650036
GRMZM2G068557,-3.463112493
GRMZM2G181258,-3.506922517
GRMZM2G160268,-4.184003236
GRMZM2G042893,-4.242428392
GRMZM2G372102,-4.287995502
